varialbe_names,ltotals
variable_categories,1
geo,
4071016,0
4071027,1145.18833
4071021,712.3542467
4071024,15.55358617
4071029,306.1834535
4071055,900.7748335
4071057,3346.687356
4071061,902.107998
4071058,61.32556834
4071060,719.0200694
4071012,594.1469918
913002113,0
913002110,0
913002111,0
913002112,0
913002114,0
4071006,2549.899356
4071036,0
1028003,0.137203928
1028001,0.137203928
1028004,2.332466782
1028008,3.498700173
1028009,0
1028006,7.271808203
1028007,22.2270364
1028005,25.03971693
1028002,58.10586366
8082002,2364.934473
8082001,1426.028743
8082003,6494.018369
8082005,14110.32995
8082004,684.8376482
8085003,305.4723574
8085001,115.5642412
8085002,541.7533856
8080002,1067.41021
8080003,61448.53161
8080008,6743.758323
8080007,4409.944761
8080014,4887.711702
8080009,295.2801441
8080011,622.6559561
8080013,135.718824
8080006,23046.52355
8080005,7231.612474
8080004,2840.925113
8080010,3679.997573
8080001,9437.960383
913002301,0
8080012,1167.36529
3098001,6
1005012,0
1005007,0
1005011,2.127893097
1005009,451.8226342
1005008,112.0690364
1005005,270.2424233
1005006,270.951721
1005002,230.5217522
1005004,69.5111745
1005003,58.87170901
1005001,13.47665628
1005010,0
1049004,0
1049002,0
1049001,0
1049003,173.62
1049006,0
1049007,0
1049008,0
1049005,0
930000001,0
911002101,0
914001009,0
914001002,0
914001003,0
911202101,0
920000003,0
1032015,554.3892802
1032013,617.1006151
1032011,220.2801512
1032014,621.3165032
1032003,297.7470944
1032001,653.9896356
1032012,620.7895171
1032009,306.1788705
1032005,217.1182352
1032006,288.2613462
1032008,424.7507223
1032010,57.96846085
1032004,212.3753611
1032007,435.2904424
1032002,988.0987646
913002107,0
913002105,0
2052031,12.74726502
2052034,75.51182555
2052032,33.03999634
2052029,26.69494514
2052027,10.86089845
2052026,29.15293795
2052019,0.743114105
2052020,43.10061806
2052014,0.457300987
2052037,56.64815982
2052035,81.05660002
2052036,128.0442765
2052039,10.17494697
2052033,8.00276728
2052030,22.57923625
2052021,75.74047604
2052015,41.21425149
2052003,71.39611666
2052009,28.40982384
2052012,3.772733146
2052018,0
2052006,0.514463611
2052013,46.70186334
2052028,0.342975741
2052025,13.661867
2052005,42.30034134
2052024,0
2052040,0
2052016,0
2052008,14.6336316
2052022,0
2052044,0
2052002,0
2052004,0
2052001,0
2052017,0
2052010,112.2102298
2052007,17.43460015
2052038,46.53037547
913001003,0
913002206,0
913001005,0
913001006,0
2052023,0
2052011,0
2052041,0
2052042,0
2052043,0
2052048,0
2052045,0
2052049,0
2052047,0
2052046,0
8073007,144.2570072
8073004,9.216419905
8073003,17.03034113
8073002,136.6434429
8073006,19.83533849
8073008,3.406068226
8073001,7.212850361
8073005,0
8072002,50.51344862
8072003,156.409112
8072001,26.77821372
8072005,394.9786524
8072004,121.1105575
8084002,696.7413572
8084003,3671.826952
8084006,220.3444542
8084004,11.32204705
8084005,10.45112036
8084001,9.580193661
8086002,9.903586376
8086003,0
8086001,28.29596108
8086006,1142.803128
8086007,172.6053626
8086008,188.1681411
8086005,478.2017422
8086009,301.705685
8086010,297.4612908
8086004,2075.862444
1048012,389.7209255
1048009,0
1048008,0
1048004,371.2393146
1048005,728.0147598
1048003,0
1048007,0
1048001,0
1048002,0
1048006,0
1048011,0
1048010,0
930000002,0
912001009,0
914001005,0
914001004,0
920000006,0
1045017,248.9706529
1045026,778.3531864
1045023,238.0027827
1045015,4994.036884
1045016,839.042068
1045021,412.7575141
1045027,785.2995042
1045004,851.8379165
1045009,668.308889
1045011,624.0718127
1045014,206.9271505
1045022,933.7313471
1045002,437.9836155
1045001,301.6164297
1045005,865.3649564
1045008,285.5302201
1045031,102.7323839
1045029,560.4581657
1045032,128.324081
1045034,0
1045030,189.0129626
1045033,7.677509119
1045010,212.4110856
1045006,20.47335765
1045003,199.9808328
1045007,519.5114504
1045012,289.9173682
1045020,375.8323512
1045025,505.2532192
1045024,455.1666121
1045028,151.3566083
1045019,324.648957
1045018,50.08660711
1045013,175.8515184
