hid,sample_geo,hhldsize,hhldrtype,hhldrage,tazinc
2010001347064,822,6,4,2,2
2010001347142,501,2,3,3,2
2010001347197,101,4,4,2,2
2010001347238,1000,2,3,4,2
2010001347339,807,4,4,2,2
2010001347377,821,3,4,2,3
2010001347459,300,5,3,3,2
2010001347573,904,1,1,3,2
2010001347683,803,1,1,2,2
2010001347902,807,2,3,3,2
2010001348017,103,3,4,3,3
2010001348050,902,6,4,1,1
2010001348155,803,2,3,2,2
2010001348159,902,3,3,3,2
2010001348251,817,2,3,4,2
2010001348262,103,1,1,2,2
2010001348346,502,1,1,3,1
2010001348424,804,3,4,3,3
2010001348633,815,1,1,3,1
2010001348648,813,1,1,2,3
2010001348849,200,4,4,1,2
2010001348982,818,1,1,4,2
2010001349028,813,1,1,2,2
2010001349036,815,3,4,3,3
2010001349089,101,2,3,3,2
2010001349145,818,2,3,4,3
2010001349243,807,7,4,2,2
2010001349399,502,1,1,2,2
2010001349407,801,1,1,4,1
2010001349420,600,2,3,3,3
2010001349471,811,2,2,2,2
2010001349516,905,5,4,2,2
2010001349555,815,3,3,2,2
2010001349616,817,3,4,3,3
2010001349618,817,4,4,3,2
2010001349682,903,2,3,4,2
2010001349769,803,1,1,4,1
2010001349786,815,3,4,3,1
2010001349805,821,5,4,2,2
2010001349864,101,2,3,3,2
2010001350013,805,4,4,2,2
2010001350143,600,3,3,2,3
2010001350346,813,3,3,2,2
2010001350435,200,1,1,3,3
2010001350499,600,5,4,3,1
2010001350618,801,1,1,3,2
2010001350634,904,5,4,2,3
2010001350638,101,1,1,3,2
2010001350672,812,1,1,1,2
2010001350679,814,1,1,2,2
2010001350709,501,2,3,3,2
2010001350732,822,2,3,4,2
2010001350746,806,6,4,2,2
2010001350791,903,1,1,4,1
2010001350820,818,6,4,2,2
2010001350839,501,4,4,2,2
2010001351059,809,1,1,4,2
2010001351068,700,1,1,2,3
2010001351079,300,3,3,3,3
2010001351130,805,1,1,2,2
2010001351135,400,5,4,2,2
2010001351161,300,2,3,4,3
2010001351170,804,6,4,3,2
2010001351247,502,2,3,3,2
2010001351348,801,4,4,2,2
2010001351377,905,5,4,2,3
2010001351437,502,2,3,3,2
2010001351629,501,5,2,2,1
2010001351670,819,3,4,2,2
2010001351865,803,2,3,2,2
2010001351989,808,6,3,3,2
2010001351998,300,3,4,2,2
2010001352055,805,3,3,3,2
2010001352230,801,2,3,4,3
2010001352304,502,1,1,4,2
2010001352385,813,1,1,3,2
2010001352415,400,2,3,2,2
2010001352433,501,1,1,4,2
2010001352445,806,5,4,3,3
2010001352537,501,2,3,3,2
2010001352637,808,3,3,3,3
2010001352682,300,4,4,2,2
2010001352801,802,2,3,4,2
2010001352848,903,2,3,2,1
2010001352886,502,3,3,4,2
2010001352906,807,3,3,3,3
2010001352998,103,1,1,3,2
2010001353026,805,5,4,3,2
2010001353136,808,2,3,2,2
2010001353296,103,2,3,3,2
2010001353297,101,1,1,3,2
2010001353299,814,2,3,3,2
2010001353439,901,1,1,3,2
2010001353509,901,3,4,3,2
2010001353607,817,1,1,4,2
2010001353741,816,3,4,2,2
2010001353783,815,2,3,3,3
2010001353796,801,2,3,3,1
2010001353967,502,4,4,2,2
2010001354013,808,1,1,4,2
2010001354191,820,1,1,3,2
2010001354201,103,2,3,3,3
2010001354222,815,1,1,4,1
2010001354342,820,4,2,2,2
2010001354503,818,1,1,3,1
2010001354535,810,2,3,4,2
2010001354591,808,2,3,3,2
2010001354632,810,3,3,1,2
2010001354640,811,3,4,2,3
2010001354686,812,2,3,3,3
2010001354713,819,2,3,2,2
2010001354800,904,5,4,2,2
2010001354808,803,5,3,2,3
2010001354916,102,4,4,2,2
2010001355016,804,2,3,1,2
2010001355044,818,1,1,2,3
2010001355087,815,1,1,4,1
2010001355104,817,2,3,3,2
2010001355249,600,4,4,3,2
2010001355450,600,5,4,3,2
2010001355494,814,1,1,3,1
2010001355618,600,2,3,4,2
2010001355621,700,2,3,3,1
2010001355660,818,1,1,3,1
2010001355740,101,4,4,2,2
2010001355820,803,4,4,2,2
2010001356055,817,3,4,2,3
2010001356069,902,3,4,2,3
2010001356133,903,2,3,1,2
2010001356149,801,2,3,4,2
2010001356312,812,4,4,2,3
2010001356313,1000,2,3,3,3
2010001356348,806,3,4,3,2
2010001356381,600,2,3,4,2
2010001356448,803,1,1,3,2
2010001356456,801,1,1,1,1
2010001356488,802,2,3,3,2
2010001356531,812,4,4,2,2
2010001356576,807,3,3,2,3
2010001356634,820,2,3,3,3
2010001356689,809,5,4,2,2
2010001356845,502,2,3,4,2
2010001356932,903,3,3,2,2
2010001357015,400,2,3,3,2
2010001357060,501,3,3,3,2
2010001357137,808,1,1,3,3
2010001357141,807,2,3,1,2
2010001357316,806,4,4,3,2
2010001357343,802,3,3,2,2
2010001357424,803,4,4,2,3
2010001357652,815,2,2,3,1
2010001357683,804,2,3,4,2
2010001357785,811,3,3,3,3
2010001357916,801,1,1,4,3
2010001357997,818,5,4,2,2
2010001358072,813,2,3,2,3
2010001358156,819,1,1,3,2
2010001358287,801,4,3,3,3
2010001358299,815,1,1,4,2
2010001358348,808,1,1,1,2
2010001358356,820,2,3,4,3
2010001358387,803,3,4,3,3
2010001358524,501,5,3,2,3
2010001358651,802,4,4,3,3
2010001358664,807,3,4,2,2
2010001358682,802,1,1,2,1
2010001358729,600,1,1,3,1
2010001358762,904,2,3,3,3
2010001358851,200,1,1,1,1
2010001358889,816,6,4,2,2
2010001358942,200,3,3,3,3
2010001359001,501,1,1,4,1
2010001359027,600,2,3,4,2
2010001359112,811,3,3,3,3
2010001359123,801,2,3,3,1
2010001359185,821,6,4,2,2
2010001359563,819,3,3,3,2
2010001359729,600,1,1,3,2
2010001359734,700,1,1,2,3
2010001359755,400,1,1,3,1
2010001360029,819,2,2,2,2
2010001360122,801,3,3,4,3
2010001360194,502,2,2,2,2
2010001360266,903,3,3,3,3
2010001360297,400,2,3,3,2
2010001360347,400,2,3,3,3
2010001360408,502,2,3,3,2
2010001360424,802,3,3,3,2
2010001360610,808,3,4,3,2
2010001360655,300,1,1,1,2
2010001360726,801,2,3,3,2
2010001360735,502,4,4,3,2
2010001360889,820,2,3,3,2
2010001361156,820,2,3,2,1
2010001361266,814,4,4,2,3
2010001361387,300,2,3,3,3
2010001361433,801,1,1,3,2
2010001361468,400,2,3,3,2
2010001361475,501,2,3,4,2
2010001361500,300,2,3,1,2
2010001361517,101,2,3,3,2
2010001361548,901,2,3,3,2
2010001361598,700,1,1,3,1
2010001361600,813,4,3,4,2
2010001361627,814,3,4,3,3
2010001361805,905,3,2,2,1
2010001361888,815,2,3,4,2
2010001361976,819,2,3,4,2
2010001362033,808,1,1,4,2
2010001362078,804,5,4,2,3
2010001362134,818,1,1,2,2
2010001362140,103,2,3,2,2
2010001362155,802,2,3,2,2
2010001362216,802,1,1,4,1
2010001362267,814,2,3,2,2
2010001362351,808,3,2,2,2
2010001362405,812,3,3,3,2
2010001362506,101,4,4,2,3
2010001362520,802,2,3,3,2
2010001362539,808,2,3,3,3
2010001362606,501,4,3,4,2
2010001362608,816,6,4,2,1
2010001362662,801,1,1,2,2
2010001362666,801,2,3,3,2
2010001362744,820,2,3,3,3
2010001362779,809,2,3,3,2
2010001362868,814,1,1,2,2
2010001362870,400,3,3,4,2
2010001362888,102,3,4,2,2
2010001362945,819,1,1,4,2
2010001362968,300,2,3,4,2
2010001362981,103,4,4,3,2
2010001363065,812,1,1,3,2
2010001363142,817,3,4,2,2
2010001363480,102,1,1,4,2
2010001363521,811,2,3,3,2
2010001363563,400,5,3,2,2
2010001363748,700,4,4,2,2
2010001363830,811,4,4,3,2
2010001363929,815,4,4,2,1
2010001364054,822,3,3,3,3
2010001364072,820,2,3,4,3
2010001364117,812,5,4,2,3
2010001364211,810,1,1,3,2
2010001364257,811,2,3,2,2
2010001364286,814,1,1,2,2
2010001364292,809,6,4,2,2
2010001364446,502,3,4,2,2
2010001364456,810,1,1,4,1
2010001364457,400,1,1,4,2
2010001364547,501,2,3,2,1
2010001364564,300,2,3,2,2
2010001364584,809,3,3,3,3
2010001364608,300,2,3,3,3
2010001364734,805,4,4,3,3
2010001364850,300,3,2,2,1
2010001365002,103,2,3,2,2
2010001365071,814,1,1,3,1
2010001365307,814,2,3,2,3
2010001365516,901,2,2,2,2
2010001365750,903,3,4,2,2
2010001365797,300,1,1,1,2
2010001365803,502,2,3,3,2
2010001365822,808,4,4,2,2
2010001365870,804,2,3,3,2
2010001365911,813,2,3,2,2
2010001365970,902,4,3,3,3
2010001365993,400,2,3,3,2
2010001366060,820,2,3,4,3
2010001366194,200,2,3,2,2
2010001366385,802,2,3,3,2
2010001366480,600,1,1,4,1
2010001366513,903,2,3,4,2
2010001366620,904,3,3,3,3
2010001366632,809,4,4,2,2
2010001366650,808,2,3,3,2
2010001366936,822,5,4,2,3
2010001367050,818,3,4,2,1
2010001367065,102,4,4,2,2
2010001367288,820,3,4,3,3
2010001367786,815,2,3,3,3
2010001367800,809,2,3,4,1
2010001367868,400,2,2,2,1
2010001367871,815,1,1,4,1
2010001367926,200,1,1,3,2
2010001367937,904,4,4,3,3
2010001368062,803,2,3,2,3
2010001368090,815,2,3,1,2
2010001368181,821,5,4,2,3
2010001368211,1000,2,3,4,2
2010001368249,400,2,3,3,2
2010001368329,812,4,2,1,2
2010001368389,502,2,3,3,3
2010001368450,801,2,2,3,2
2010001368517,806,1,1,3,1
2010001368555,501,1,1,3,2
2010001368564,400,5,3,3,2
2010001368599,501,1,1,4,1
2010001368681,101,2,3,4,3
2010001368808,815,4,4,2,3
2010001368842,300,2,3,2,2
2010001368854,901,4,4,2,2
2010001368886,805,1,1,3,2
2010001368917,818,1,1,3,1
2010001369071,821,2,2,3,2
2010001369073,400,2,3,3,2
2010001369171,300,4,4,3,2
2010001369249,904,1,1,4,1
2010001369443,813,1,1,3,1
2010001369461,801,2,3,3,2
2010001369694,803,5,4,2,3
2010001369764,600,1,1,3,2
2010001369816,815,1,1,4,2
2010001369828,807,6,4,3,2
2010001369896,808,2,3,3,3
2010001370046,816,2,3,3,2
2010001370203,818,2,3,3,2
2010001370226,807,1,1,2,2
2010001370353,901,3,4,2,3
2010001370518,400,2,3,3,2
2010001370555,902,1,1,4,1
2010001370569,822,1,1,4,2
2010001370882,600,2,2,1,1
2010001370885,803,1,1,2,2
2010001371032,502,3,3,2,2
2010001371133,600,3,3,4,3
2010001371152,819,2,3,4,2
2010001371199,802,2,3,4,2
2010001371283,103,2,3,3,2
2010001371294,502,2,3,4,2
2010001371347,600,2,3,3,3
2010001371478,819,3,4,2,2
2010001371690,821,2,3,4,2
2010001371766,822,2,3,4,2
2010001371782,102,2,3,2,2
2010001371821,822,1,1,3,2
2010001371961,200,3,3,4,2
2010001372011,400,1,1,3,2
2010001372167,802,4,4,3,3
2010001372246,902,2,3,3,3
2010001372318,822,5,3,3,3
2010001372388,822,2,3,4,3
2010001372413,804,2,3,3,3
2010001372574,904,4,2,2,2
2010001372599,817,4,4,2,3
2010001372652,812,2,2,2,2
2010001372718,300,2,3,3,2
2010001372730,1000,2,3,4,3
2010001372765,200,2,3,4,3
2010001372769,801,2,3,2,2
2010001372828,801,2,3,2,3
2010001372928,804,4,4,2,3
2010001373135,300,4,2,2,2
2010001373139,820,2,3,4,3
2010001373257,807,4,4,3,2
2010001373279,820,2,3,4,2
2010001373360,822,1,1,4,2
2010001373379,101,3,4,3,2
2010001373450,801,3,2,2,3
2010001373471,809,2,3,3,2
2010001373544,805,3,3,3,2
2010001373667,808,5,4,3,2
2010001373691,806,3,4,2,2
2010001373748,818,2,3,3,2
2010001373852,901,3,4,3,3
2010001373875,801,6,4,3,3
2010001373989,815,2,2,2,2
2010001374079,811,2,3,4,2
2010001374127,820,2,3,2,3
2010001374148,103,2,3,3,2
2010001374159,801,1,1,4,3
2010001374188,813,1,1,2,1
2010001374262,600,1,1,4,1
2010001374280,904,3,3,3,2
2010001374339,103,1,1,4,3
2010001374385,904,2,3,2,3
2010001374417,818,2,3,4,2
2010001374422,502,2,3,3,2
2010001374519,822,4,4,3,3
2010001374575,814,2,3,2,2
2010001374591,300,4,4,3,3
2010001374757,811,2,3,3,2
2010001374763,801,3,3,3,3
2010001374788,902,2,3,3,2
2010001374869,822,4,4,3,3
2010001374952,102,1,1,4,2
2010001375047,400,3,4,3,2
2010001375149,819,4,4,3,3
2010001375219,802,2,3,2,2
2010001375231,802,1,1,2,2
2010001375262,904,1,1,2,2
2010001375298,801,3,4,2,2
2010001375380,816,2,3,1,2
2010001375506,806,6,4,2,3
2010001375532,502,1,1,4,2
2010001375540,803,4,4,2,2
2010001375802,817,4,4,3,3
2010001375893,812,1,1,4,2
2010001375935,600,5,4,2,2
2010001375969,814,4,4,2,3
2010001375984,801,5,4,3,3
2010001376050,813,2,3,3,2
2010001376138,802,1,1,3,3
2010001376181,501,2,3,3,2
2010001376201,805,4,3,3,2
2010001376227,818,2,2,2,2
2010001376281,801,2,3,3,2
2010001376323,803,1,1,2,3
2010001376385,814,2,3,1,2
2010001376420,815,2,2,3,2
2010001376441,812,6,3,3,2
2010001376450,102,4,3,3,2
2010001376513,820,1,1,4,1
2010001376668,400,4,4,3,1
2010001376672,103,1,1,2,2
2010001376692,809,1,1,4,2
2010001376815,905,1,1,3,2
2010001376824,101,2,3,3,2
2010001376827,101,2,3,4,2
2010001376847,805,2,3,3,2
2010001376874,818,2,3,3,2
2010001376883,300,1,1,3,2
2010001376919,809,1,1,3,2
2010001376929,803,1,1,2,3
2010001376988,814,1,1,3,1
2010001377096,801,2,3,3,1
2010001377103,813,2,3,2,3
2010001377158,903,3,4,2,3
2010001377201,810,7,4,2,2
2010001377277,802,2,2,2,2
2010001377341,802,3,3,3,3
2010001377410,502,1,1,4,1
2010001377447,802,3,3,4,2
2010001377515,501,2,3,3,3
2010001377523,700,5,4,2,2
2010001377580,300,2,3,3,2
2010001377610,815,4,4,2,2
2010001377704,902,2,3,4,2
2010001377793,904,5,4,2,2
2010001377795,102,1,1,3,2
2010001377831,902,1,1,3,2
2010001378116,905,4,3,2,3
2010001378121,700,2,3,3,2
2010001378126,400,2,3,3,2
2010001378139,817,1,1,3,2
2010001378354,102,2,3,3,3
2010001378375,815,1,1,2,3
2010001378470,101,1,1,2,2
2010001378512,103,2,3,3,2
2010001378616,819,5,4,2,2
2010001378627,600,2,3,3,2
2010001378672,807,2,3,3,2
2010001378780,802,1,1,4,1
2010001378929,821,1,1,2,2
2010001378997,901,2,3,3,3
2010001379002,812,4,4,2,2
2010001379061,818,2,3,3,2
2010001379072,600,1,1,4,1
2010001379087,901,2,3,3,2
2010001379096,103,2,3,4,3
2010001379169,700,1,1,2,2
2010001379261,905,1,1,3,2
2010001379511,1000,1,1,3,1
2010001379527,820,2,3,3,2
2010001379544,809,2,3,3,2
2010001379594,818,2,3,3,2
2010001379598,808,3,2,2,2
2010001379649,804,3,4,2,2
2010001379768,815,4,4,2,2
2010001379822,810,2,3,1,2
2010001379843,816,4,3,3,3
2010001379975,806,3,3,2,2
2010001380018,807,5,4,2,2
2010001380067,400,1,1,2,2
2010001380224,804,1,1,4,1
2010001380402,810,1,1,2,2
2010001380588,902,1,1,3,1
2010001380705,1000,2,3,3,2
2010001380720,820,1,1,3,2
2010001380769,805,4,4,2,1
2010001380846,819,3,3,4,2
2010001380893,400,1,1,4,1
2010001380961,810,5,4,2,2
2010001381110,809,1,1,3,2
2010001381111,807,1,1,4,2
2010001381184,904,2,3,2,3
2010001381187,808,2,3,2,2
2010001381223,807,4,4,2,2
2010001381310,102,1,1,2,2
2010001381434,502,1,1,4,2
2010001381443,904,1,1,2,2
2010001381484,804,3,4,2,2
2010001381549,903,1,1,4,1
2010001381782,802,4,4,2,2
2010001381939,811,4,4,2,3
2010001381942,806,4,4,2,2
2010001382041,806,3,4,2,3
2010001382072,812,4,4,3,3
2010001382083,816,1,1,2,2
2010001382113,819,2,3,3,3
2010001382176,501,2,3,4,3
2010001382187,814,3,3,3,3
2010001382551,816,4,4,2,2
2010001382554,812,5,4,2,2
2010001382561,815,2,3,4,2
2010001382763,901,5,2,2,1
2010001382798,809,1,1,2,2
2010001382878,820,2,3,2,2
2010001382887,904,2,3,4,3
2010001382946,102,3,3,3,3
2010001383185,903,2,3,3,2
2010001383284,102,2,3,4,2
2010001383287,901,2,3,1,1
2010001383356,811,1,1,2,2
2010001383372,818,1,1,3,2
2010001383397,101,5,4,2,2
2010001383423,819,4,4,2,2
2010001383430,101,1,1,2,2
2010001383463,700,1,1,4,1
2010001383611,818,3,3,3,2
2010001383689,806,2,3,2,2
2010001383740,801,2,3,4,2
2010001383743,400,4,4,2,2
2010001383758,501,1,1,3,2
2010001383845,815,4,4,2,3
2010001383867,818,1,1,3,2
2010001383908,600,1,1,3,2
2010001383944,300,2,3,3,3
2010001383948,819,3,4,2,2
2010001383971,809,2,3,3,3
2010001383974,802,4,4,2,2
2010001384196,400,2,3,3,2
2010001384241,822,7,3,4,3
2010001384280,200,1,1,2,2
2010001384301,811,2,3,3,3
2010001384359,820,1,1,3,2
2010001384528,815,2,3,4,1
2010001384567,822,2,3,4,2
2010001384588,822,2,3,3,2
2010001384612,817,3,3,3,2
2010001384633,700,1,1,2,1
2010001384775,806,1,1,4,2
2010001384832,819,1,1,2,2
2010001384885,804,2,3,4,2
2010001385005,102,4,4,2,3
2010001385067,815,2,3,2,2
2010001385077,400,2,3,3,2
2010001385105,700,2,3,3,2
2010001385133,103,2,3,3,2
2010001385345,821,2,2,3,2
2010001385351,810,5,3,3,2
2010001385424,814,1,1,2,2
2010001385547,803,3,3,3,2
2010001385896,501,2,3,3,2
2010001385979,901,4,4,3,3
2010001386097,502,3,3,3,2
2010001386270,600,4,4,2,3
2010001386362,822,3,4,2,3
2010001386408,802,2,3,3,2
2010001386452,902,3,3,3,3
2010001386461,802,2,3,4,3
2010001386486,101,4,4,2,3
2010001386489,811,2,3,4,2
2010001386495,818,2,3,4,2
2010001386554,905,3,4,3,3
2010001386607,600,4,3,4,3
2010001386738,807,2,3,3,2
2010001386825,812,1,1,3,2
2010001386948,822,2,3,2,2
2010001386949,502,2,3,4,2
2010001386973,300,1,1,2,2
2010001387078,901,2,3,4,3
2010001387143,801,2,3,2,2
2010001387215,813,5,4,2,2
2010001387255,802,6,4,3,3
2010001387324,821,1,1,3,2
2010001387396,200,2,3,4,2
2010001387406,815,2,3,4,2
2010001387474,600,2,3,3,3
2010001387511,813,4,4,3,2
2010001387514,501,2,3,3,2
2010001387517,903,1,1,3,2
2010001387530,812,1,1,3,1
2010001387588,819,2,3,4,2
2010001387657,822,3,4,2,3
2010001387677,811,1,1,4,2
2010001387697,102,2,3,2,2
2010001387799,801,2,3,3,3
2010001387809,901,2,3,3,3
2010001387839,700,1,1,4,1
2010001387936,502,1,1,4,1
2010001387937,903,1,1,3,2
2010001388027,803,1,1,4,2
2010001388041,400,3,4,2,2
2010001388077,103,4,4,3,2
2010001388166,300,2,3,4,2
2010001388238,400,2,3,3,2
2010001388254,903,1,1,4,2
2010001388268,300,2,3,2,3
2010001388284,813,2,3,2,2
2010001388316,902,1,1,4,1
2010001388521,102,2,3,4,2
2010001388536,501,2,3,4,2
2010001388592,807,3,4,2,3
2010001388618,904,2,3,3,2
2010001388732,102,3,4,3,1
2010001388754,102,3,4,3,3
2010001388797,102,4,4,2,2
2010001388800,400,1,1,3,1
2010001388844,817,2,3,3,2
2010001388854,820,2,3,3,2
2010001388926,400,1,1,4,2
2010001389043,102,2,3,3,3
2010001389052,822,2,3,2,2
2010001389184,400,4,4,2,2
2010001389322,801,1,1,3,3
2010001389333,400,3,4,3,2
2010001389476,808,3,4,3,2
2010001389568,600,5,4,2,1
2010001389577,502,3,3,3,2
2010001389593,902,3,4,3,3
2010001389594,809,4,4,2,2
2010001389602,904,2,3,2,3
2010001389655,502,3,4,2,2
2010001389686,700,2,3,4,2
2010001389741,813,1,1,2,2
2010001389886,805,2,3,3,2
2010001389996,806,2,3,3,2
2010001390007,300,1,1,4,1
2010001390076,816,3,4,2,2
2010001390217,501,1,1,4,2
2010001390239,200,2,3,4,3
2010001390384,101,2,3,3,2
2010001390440,816,1,1,3,3
2010001390454,300,1,1,4,2
2010001390580,501,2,3,4,2
2010001390584,600,2,3,4,2
2010001390600,815,2,3,3,2
2010001390692,807,2,3,4,2
2010001390749,817,2,3,2,3
2010001390750,807,2,3,2,2
2010001390822,804,1,1,4,2
2010001390905,803,2,3,4,2
2010001390980,804,1,1,4,2
2010001390982,300,1,1,4,2
2010001391126,905,3,3,2,2
2010001391138,811,3,2,2,2
2010001391140,807,2,3,4,2
2010001391321,811,1,1,3,2
2010001391449,816,2,3,2,2
2010001391603,813,1,1,2,2
2010001391739,812,2,3,4,2
2010001391834,814,1,1,4,2
2010001391917,400,2,2,2,2
2010001391939,815,2,3,3,2
2010001391993,905,6,4,3,2
2010001392072,812,2,3,3,1
2010001392110,819,2,3,3,2
2010001392173,821,4,3,3,3
2010001392179,101,5,4,2,2
2010001392197,803,1,1,4,1
2010001392343,819,2,3,4,2
2010001392395,804,1,1,4,2
2010001392403,700,1,1,2,2
2010001392421,600,2,3,3,1
2010001392432,808,3,4,3,3
2010001392453,700,2,3,3,2
2010001392479,809,7,4,2,2
2010001392561,300,3,4,3,2
2010001392662,820,3,4,1,2
2010001392824,812,2,3,2,2
2010001392877,801,2,3,3,3
2010001392969,822,2,3,2,3
2010001393127,400,1,1,4,2
2010001393145,812,2,2,2,2
2010001393157,801,3,4,2,3
2010001393202,804,6,3,3,3
2010001393300,903,1,1,2,2
2010001393307,501,2,3,4,2
2010001393338,501,2,3,4,3
2010001393503,600,1,1,4,2
2010001393565,813,2,3,3,1
2010001393592,815,2,3,2,2
2010001393698,801,4,4,2,3
2010001393743,811,1,1,4,3
2010001393761,806,2,3,2,3
2010001393816,905,2,3,4,2
2010001393880,600,1,1,4,1
2010001393899,803,4,4,2,3
2010001394007,1000,2,3,3,1
2010001394148,812,2,3,3,2
2010001394154,400,1,1,4,2
2010001394171,819,1,1,2,2
2010001394248,903,2,3,4,2
2010001394302,803,1,1,2,2
2010001394412,819,5,3,3,2
2010001394426,400,2,3,3,2
2010001394494,103,4,4,3,3
2010001394514,902,1,1,3,2
2010001394583,300,2,3,3,2
2010001394708,809,3,2,3,2
2010001394999,802,1,1,2,2
2010001395000,817,1,1,4,2
2010001395103,809,5,4,2,2
2010001395118,820,1,1,4,2
2010001395200,700,2,3,4,2
2010001395202,600,1,1,4,1
2010001395271,815,1,1,4,2
2010001395444,905,1,1,3,1
2010001395445,300,1,1,2,2
2010001395521,501,1,1,4,2
2010001395577,600,5,2,2,1
2010001395630,813,1,1,2,2
2010001395677,600,1,1,2,2
2010001395782,300,1,1,3,2
2010001395815,101,4,3,3,2
2010001395907,815,1,1,3,2
2010001395955,812,6,4,2,2
2010001395966,600,3,3,4,3
2010001396079,804,4,4,3,2
2010001396080,600,3,3,1,3
2010001396433,815,1,1,2,2
2010001396475,400,1,1,4,1
2010001396500,200,4,4,2,2
2010001396599,804,2,3,1,2
2010001396603,200,2,3,3,3
2010001396674,700,2,3,4,3
2010001396787,1000,2,3,4,2
2010001396903,1000,1,1,3,2
2010001396959,103,2,3,3,3
2010001396983,902,2,2,3,2
2010001397008,812,1,1,3,2
2010001397081,813,1,1,4,1
2010001397156,817,4,4,2,2
2010001397166,815,2,3,2,2
2010001397261,905,4,4,2,2
2010001397266,810,2,3,4,2
2010001397392,502,2,3,4,2
2010001397441,902,3,3,3,3
2010001397452,817,2,3,3,2
2010001397455,502,2,3,3,2
2010001397504,400,2,3,3,3
2010001397526,901,1,1,3,2
2010001397555,103,3,3,3,3
2010001397628,600,1,1,3,1
2010001397635,102,2,3,4,2
2010001397757,820,1,1,4,2
2010001397840,904,2,3,2,2
2010001397862,803,2,3,4,3
2010001397894,300,5,3,2,3
2010001397922,803,4,4,3,3
2010001397964,1000,3,4,2,3
2010001397970,822,2,3,3,2
2010001398032,103,2,3,4,2
2010001398058,808,4,4,3,2
2010001398072,400,1,1,4,2
2010001398082,200,4,4,2,2
2010001398091,817,2,3,3,3
2010001398097,400,4,4,2,2
2010001398217,905,3,3,3,2
2010001398425,502,1,1,3,1
2010001398476,502,1,1,4,2
2010001398547,1000,3,4,3,2
2010001398678,819,1,1,1,2
2010001398776,905,1,1,3,1
2010001398804,808,4,4,2,2
2010001398840,806,4,4,2,3
2010001398931,814,1,1,2,2
2010001399098,821,3,4,2,3
2010001399263,400,4,2,2,2
2010001399321,814,2,3,1,1
2010001399368,600,4,3,2,2
2010001399415,901,6,4,2,2
2010001399527,806,3,3,2,3
2010001399565,502,1,1,3,1
2010001399607,1000,1,1,1,2
2010001399715,400,4,4,3,2
2010001399924,805,1,1,4,2
2010001399975,600,2,3,4,1
2010001400003,700,1,1,3,2
2010001400198,400,2,3,3,3
2010001400250,817,2,3,4,2
2010001400308,806,3,4,3,3
2010001400391,816,2,3,4,2
2010001400560,809,3,2,2,2
2010001400634,815,1,1,2,2
2010001400978,810,2,3,3,2
2010001401035,101,1,1,3,2
2010001401088,902,1,1,3,2
2010001401222,808,6,4,3,3
2010001401261,904,2,3,4,2
2010001401364,400,4,4,2,1
2010001401723,902,2,3,3,2
2010001401752,821,2,3,2,3
2010001401825,502,2,3,2,2
2010001401959,812,2,3,3,2
2010001402018,501,2,3,1,1
2010001402056,600,2,3,3,2
2010001402085,802,3,4,2,2
2010001402094,819,5,4,2,2
2010001402114,809,5,4,2,2
2010001402135,814,1,1,2,2
2010001402138,803,1,1,2,2
2010001402206,805,2,3,3,3
2010001402280,904,2,3,4,2
2010001402369,821,1,1,3,3
2010001402462,820,5,4,3,3
2010001402515,810,5,4,2,2
2010001402754,809,1,1,3,2
2010001402777,700,1,1,4,3
2010001402878,806,4,4,2,2
2010001402971,807,1,1,4,1
2010001402982,811,2,3,3,3
2010001403027,820,1,1,3,2
2010001403086,820,1,1,4,1
2010001403187,815,1,1,2,2
2010001403267,400,2,3,4,2
2010001403424,804,3,3,4,2
2010001403483,801,2,3,4,2
2010001403543,200,1,1,2,2
2010001403558,818,2,3,3,2
2010001403581,300,3,4,1,2
2010001403642,811,1,1,3,2
2010001403677,901,2,3,2,2
2010001403800,400,2,3,3,2
2010001404047,805,2,3,4,2
2010001404137,200,2,3,3,3
2010001404231,300,1,1,3,2
2010001404382,815,2,3,2,2
2010001404728,502,1,1,3,2
2010001404765,821,2,3,3,2
2010001404777,502,1,1,4,2
2010001404917,808,1,1,4,2
2010001404941,501,2,2,3,2
2010001404981,901,1,1,3,2
2010001405013,502,2,3,2,2
2010001405052,700,2,3,3,2
2010001405081,821,2,2,2,2
2010001405097,300,1,1,4,1
2010001405179,501,2,3,3,2
2010001405249,805,2,3,2,2
2010001405268,101,2,3,3,3
2010001405287,812,2,3,2,2
2010001405289,802,2,3,3,2
2010001405293,816,2,3,4,2
2010001405294,819,1,1,2,2
2010001405452,902,2,3,3,2
2010001405543,816,2,3,4,3
2010001405624,818,1,1,3,1
2010001405867,807,2,3,2,3
2010001405983,819,4,4,2,2
2010001405985,815,2,3,2,2
2010001406155,502,3,4,2,2
2010001406183,501,4,2,3,2
2010001406188,817,5,4,3,3
2010001406252,817,4,3,3,3
2010001406305,502,1,1,3,1
2010001406327,819,1,1,4,2
2010001406452,814,1,1,3,2
2010001406603,818,1,1,4,2
2010001406611,806,7,4,2,2
2010001406694,813,1,1,2,1
2010001406818,904,4,4,2,3
2010001406898,300,2,3,3,3
2010001407039,400,2,3,3,2
2010001407168,501,2,3,3,3
2010001407200,502,1,1,3,2
2010001407214,300,1,1,2,1
2010001407284,102,2,3,2,2
2010001407292,804,3,3,4,2
2010001407399,102,3,3,2,3
2010001407472,821,2,3,2,2
