hid,pid,sample_geo,age,sex,rpage,rpsex,ptotals,prtotals
7835,2,67,8,2,8,2,1,1
7835,3,67,5,2,5,2,1,1
7835,4,67,5,1,5,1,1,1
7835,5,67,1,2,1,2,1,1
7835,6,67,5,2,5,2,1,1
7835,7,67,5,2,5,2,1,1
7835,8,67,5,2,5,2,1,1
7835,9,67,5,2,5,2,1,1
7835,10,67,6,1,6,1,1,1
7836,1,63,6,1,6,1,1,1
7836,2,63,5,2,5,2,1,1
7836,3,63,1,1,1,1,1,1
7836,4,63,1,1,1,1,1,1
7837,1,68,7,1,7,1,1,1
7837,2,68,6,2,6,2,1,1
7837,3,68,4,2,4,2,1,1
7837,4,68,4,1,4,1,1,1
7837,5,68,3,2,3,2,1,1
7837,6,68,2,2,2,2,1,1
7837,7,68,2,2,2,2,1,1
7837,8,68,2,1,2,1,1,1
7837,9,68,5,2,5,2,1,1
7837,10,68,6,1,6,1,1,1
7838,1,27,6,1,6,1,1,1
7838,2,27,5,2,5,2,1,1
7838,3,27,1,1,1,1,1,1
7838,4,27,5,2,5,2,1,1
7839,1,27,7,1,7,1,1,1
7839,2,27,7,2,7,2,1,1
7839,3,27,2,1,2,1,1,1
7840,1,28,6,1,6,1,1,1
7840,2,28,6,2,6,2,1,1
7840,3,28,2,1,2,1,1,1
7840,4,28,2,1,2,1,1,1
7840,5,28,2,1,2,1,1,1
7841,1,66,7,1,7,1,1,1
7841,2,66,6,2,6,2,1,1
7841,3,66,4,2,4,2,1,1
7841,4,66,2,2,2,2,1,1
7841,5,66,2,1,2,1,1,1
7841,6,66,6,2,6,2,1,1
7841,7,66,5,2,5,2,1,1
7841,8,66,6,2,6,2,1,1
7842,1,68,7,2,7,2,1,1
7842,2,68,5,2,5,2,1,1
7842,3,68,4,1,4,1,1,1
7842,4,68,2,2,2,2,1,1
7842,5,68,2,1,2,1,1,1
7843,1,27,8,1,8,1,1,1
7843,2,27,6,2,6,2,1,1
7843,3,27,4,1,4,1,1,1
7843,4,27,2,1,2,1,1,1
7843,5,27,2,2,2,2,1,1
7843,6,27,1,2,1,2,1,1
7844,1,43,7,1,7,1,1,1
7844,2,43,7,2,7,2,1,1
7844,3,43,4,1,4,1,1,1
7845,1,27,7,1,7,1,1,1
7845,2,27,6,2,6,2,1,1
7845,3,27,3,1,3,1,1,1
7846,1,27,6,1,6,1,1,1
7846,2,27,6,2,6,2,1,1
7846,3,27,2,1,2,1,1,1
7846,4,27,2,1,2,1,1,1
7846,5,27,2,1,2,1,1,1
7847,1,27,6,1,6,1,1,1
7847,2,27,5,2,5,2,1,1
7847,3,27,2,2,2,2,1,1
7847,4,27,2,1,2,1,1,1
7848,1,27,7,1,7,1,1,1
7848,2,27,5,2,5,2,1,1
7848,3,27,2,2,2,2,1,1
7848,4,27,1,2,1,2,1,1
7849,1,27,8,1,8,1,1,1
7849,2,27,7,2,7,2,1,1
7849,3,27,4,2,4,2,1,1
7849,4,27,4,1,4,1,1,1
7850,1,67,8,1,8,1,1,1
7850,2,67,8,2,8,2,1,1
7851,1,66,6,1,6,1,1,1
7852,1,27,5,1,5,1,1,1
7852,2,27,5,2,5,2,1,1
7853,1,27,6,1,6,1,1,1
7853,2,27,5,2,5,2,1,1
7854,1,27,7,1,7,1,1,1
7854,2,27,7,2,7,2,1,1
7854,3,27,4,1,4,1,1,1
7854,4,27,2,2,2,2,1,1
7855,1,52,5,1,5,1,1,1
7855,2,52,6,1,6,1,1,1
7856,1,52,5,1,5,1,1,1
7856,2,52,5,2,5,2,1,1
7856,3,52,1,2,1,2,1,1
7857,1,27,5,1,5,1,1,1
7857,2,27,4,2,4,2,1,1
7857,3,27,1,1,1,1,1,1
7858,1,27,5,1,5,1,1,1
7858,2,27,5,2,5,2,1,1
7858,3,27,1,2,1,2,1,1
7859,1,27,5,1,5,1,1,1
7859,2,27,5,2,5,2,1,1
7859,3,27,1,1,1,1,1,1
7860,1,27,6,1,6,1,1,1
7860,2,27,5,2,5,2,1,1
7860,3,27,2,1,2,1,1,1
7861,1,52,5,1,5,1,1,1
7862,1,52,5,1,5,1,1,1
7863,1,27,6,1,6,1,1,1
7863,2,27,6,2,6,2,1,1
7863,3,27,2,1,2,1,1,1
7864,1,27,6,1,6,1,1,1
7864,2,27,5,2,5,2,1,1
7864,3,27,1,2,1,2,1,1
7865,1,27,5,1,5,1,1,1
7865,2,27,5,2,5,2,1,1
7866,1,52,6,1,6,1,1,1
7866,2,52,6,2,6,2,1,1
7866,3,52,2,2,2,2,1,1
7866,4,52,2,2,2,2,1,1
7867,1,52,7,1,7,1,1,1
7867,2,52,6,2,6,2,1,1
7867,3,52,2,1,2,1,1,1
7868,1,68,9,1,9,1,1,1
7868,2,68,7,2,7,2,1,1
7868,3,68,4,1,4,1,1,1
7868,4,68,5,2,5,2,1,1
7868,5,68,5,2,5,2,1,1
7868,6,68,5,1,5,1,1,1
7868,7,68,5,1,5,1,1,1
7869,1,67,6,1,6,1,1,1
7869,2,67,6,2,6,2,1,1
7870,1,67,6,1,6,1,1,1
7871,1,52,5,1,5,1,1,1
7871,2,52,5,1,5,1,1,1
7872,1,52,5,1,5,1,1,1
7872,2,52,6,1,6,1,1,1
7873,1,67,6,1,6,1,1,1
7873,2,67,5,2,5,2,1,1
7874,1,27,6,1,6,1,1,1
7874,2,27,6,2,6,2,1,1
7874,3,27,2,2,2,2,1,1
7875,1,27,6,1,6,1,1,1
7876,1,27,5,1,5,1,1,1
7876,2,27,5,2,5,2,1,1
7877,1,27,7,1,7,1,1,1
7877,2,27,7,2,7,2,1,1
7877,3,27,2,1,2,1,1,1
7878,1,27,5,1,5,1,1,1
7878,2,27,5,2,5,2,1,1
7879,1,27,5,1,5,1,1,1
7880,1,27,8,2,8,2,1,1
7880,2,27,8,1,8,1,1,1
7881,1,27,5,1,5,1,1,1
7881,2,27,5,2,5,2,1,1
7882,1,27,7,1,7,1,1,1
7882,2,27,6,2,6,2,1,1
7882,3,27,2,1,2,1,1,1
7882,4,27,2,2,2,2,1,1
7883,1,27,5,1,5,1,1,1
7883,2,27,4,1,4,1,1,1
7884,1,66,6,2,6,2,1,1
7884,2,66,6,1,6,1,1,1
7884,3,66,2,1,2,1,1,1
7885,1,66,7,1,7,1,1,1
7885,2,66,6,2,6,2,1,1
7885,3,66,2,2,2,2,1,1
7885,4,66,2,1,2,1,1,1
7885,5,66,6,2,6,2,1,1
7886,1,67,7,1,7,1,1,1
7886,2,67,5,2,5,2,1,1
7886,3,67,2,1,2,1,1,1
7886,4,67,2,2,2,2,1,1
7886,5,67,2,1,2,1,1,1
7887,1,63,5,1,5,1,1,1
7887,2,63,8,2,8,2,1,1
7887,3,63,7,1,7,1,1,1
7887,4,63,6,1,6,1,1,1
7887,5,63,5,1,5,1,1,1
7887,6,63,6,1,6,1,1,1
7888,1,63,5,1,5,1,1,1
7889,1,67,5,1,5,1,1,1
7889,2,67,5,2,5,2,1,1
7890,1,67,5,1,5,1,1,1
7890,2,67,5,2,5,2,1,1
7891,1,68,5,1,5,1,1,1
7891,2,68,5,2,5,2,1,1
7892,1,68,9,1,9,1,1,1
7892,2,68,9,2,9,2,1,1
7892,3,68,5,1,5,1,1,1
7892,4,68,5,1,5,1,1,1
7892,5,68,5,1,5,1,1,1
7892,6,68,5,2,5,2,1,1
7892,7,68,5,2,5,2,1,1
7892,8,68,5,2,5,2,1,1
7893,1,27,5,1,5,1,1,1
7893,2,27,5,2,5,2,1,1
7893,3,27,1,2,1,2,1,1
7894,1,27,5,1,5,1,1,1
7894,2,27,5,2,5,2,1,1
7894,3,27,1,2,1,2,1,1
7895,1,27,5,1,5,1,1,1
7895,2,27,5,2,5,2,1,1
7895,3,27,8,1,8,1,1,1
7895,4,27,8,2,8,2,1,1
7895,5,27,1,2,1,2,1,1
7896,1,52,4,1,4,1,1,1
7896,2,52,4,2,4,2,1,1
7896,3,52,1,2,1,2,1,1
7896,4,52,1,1,1,1,1,1
7897,1,52,7,1,7,1,1,1
7897,2,52,5,2,5,2,1,1
7897,3,52,2,2,2,2,1,1
7897,4,52,1,2,1,2,1,1
7897,5,52,2,1,2,1,1,1
7898,1,52,6,1,6,1,1,1
7899,1,27,5,1,5,1,1,1
7899,2,27,5,2,5,2,1,1
7900,1,27,6,1,6,1,1,1
7900,2,27,6,2,6,2,1,1
7900,3,27,2,1,2,1,1,1
7900,4,27,1,1,1,1,1,1
7901,1,27,6,1,6,1,1,1
7901,2,27,6,2,6,2,1,1
7901,3,27,2,2,2,2,1,1
7901,4,27,2,2,2,2,1,1
7902,1,52,6,1,6,1,1,1
7902,2,52,5,2,5,2,1,1
7902,3,52,2,1,2,1,1,1
7902,4,52,2,1,2,1,1,1
7902,5,52,1,1,1,1,1,1
7903,1,52,7,1,7,1,1,1
7903,2,52,6,2,6,2,1,1
7903,3,52,3,2,3,2,1,1
7903,4,52,2,2,2,2,1,1
7903,5,52,2,2,2,2,1,1
7903,6,52,2,1,2,1,1,1
7903,7,52,1,2,1,2,1,1
7903,8,52,1,2,1,2,1,1
7904,1,52,8,1,8,1,1,1
7905,1,52,7,1,7,1,1,1
7906,1,52,6,2,6,2,1,1
7906,2,52,6,1,6,1,1,1
7906,3,52,2,1,2,1,1,1
7906,4,52,2,1,2,1,1,1
7906,5,52,6,2,6,2,1,1
7906,6,52,2,1,2,1,1,1
7907,1,66,6,1,6,1,1,1
7908,1,68,9,1,9,1,1,1
7908,2,68,9,2,9,2,1,1
7908,3,68,5,1,5,1,1,1
7908,4,68,4,1,4,1,1,1
7908,5,68,5,2,5,2,1,1
7908,6,68,5,2,5,2,1,1
7908,7,68,7,1,7,1,1,1
7909,1,68,7,1,7,1,1,1
7909,2,68,7,2,7,2,1,1
7909,3,68,4,1,4,1,1,1
7909,4,68,4,2,4,2,1,1
7909,5,68,2,2,2,2,1,1
7909,6,68,2,1,2,1,1,1
7909,7,68,5,2,5,2,1,1
7909,8,68,5,2,5,2,1,1
7909,9,68,6,1,6,1,1,1
7909,10,68,6,1,6,1,1,1
7910,1,66,6,1,6,1,1,1
7911,1,36,5,1,5,1,1,1
7911,2,36,5,2,5,2,1,1
7911,3,36,1,2,1,2,1,1
7912,1,36,5,2,5,2,1,1
7912,2,36,1,1,1,1,1,1
7912,3,36,2,1,2,1,1,1
7912,4,36,6,1,6,1,1,1
7913,1,68,6,1,6,1,1,1
7913,2,68,6,2,6,2,1,1
7913,3,68,3,2,3,2,1,1
7913,4,68,5,2,5,2,1,1
7913,5,68,5,1,5,1,1,1
7914,1,68,5,1,5,1,1,1
7914,2,68,5,2,5,2,1,1
7914,3,68,1,1,1,1,1,1
7914,4,68,1,1,1,1,1,1
7914,5,68,1,1,1,1,1,1
7914,6,68,5,2,5,2,1,1
7914,7,68,5,2,5,2,1,1
7915,1,37,8,1,8,1,1,1
7915,2,37,8,2,8,2,1,1
7915,3,37,5,2,5,2,1,1
7916,1,37,5,1,5,1,1,1
7917,1,27,6,2,6,2,1,1
7918,1,27,6,1,6,1,1,1
7919,1,27,5,1,5,1,1,1
7920,1,27,6,1,6,1,1,1
7921,1,34,7,1,7,1,1,1
7921,2,34,6,2,6,2,1,1
7921,3,34,4,2,4,2,1,1
7921,4,34,2,2,2,2,1,1
7922,1,34,6,2,6,2,1,1
7922,2,34,6,1,6,1,1,1
7923,1,34,6,1,6,1,1,1
7923,2,34,5,2,5,2,1,1
7923,3,34,2,1,2,1,1,1
7923,4,34,2,1,2,1,1,1
7924,1,68,5,1,5,1,1,1
7924,2,68,8,2,8,2,1,1
7924,3,68,3,1,3,1,1,1
7924,4,68,4,1,4,1,1,1
7924,5,68,4,2,4,2,1,1
7924,6,68,5,1,5,1,1,1
7924,7,68,5,2,5,2,1,1
7924,8,68,6,1,6,1,1,1
7924,9,68,5,2,5,2,1,1
7924,10,68,5,2,5,2,1,1
7924,11,68,6,1,6,1,1,1
7925,1,63,8,1,8,1,1,1
7925,2,63,8,2,8,2,1,1
7925,3,63,5,2,5,2,1,1
7925,4,63,5,2,5,2,1,1
7925,5,63,6,2,6,2,1,1
7925,6,63,6,2,6,2,1,1
7925,7,63,6,1,6,1,1,1
7926,1,37,8,1,8,1,1,1
7926,2,37,8,2,8,2,1,1
7927,1,37,6,1,6,1,1,1
7927,2,37,6,2,6,2,1,1
7928,1,68,7,1,7,1,1,1
7928,2,68,7,2,7,2,1,1
7928,3,68,5,2,5,2,1,1
7928,4,68,4,2,4,2,1,1
7928,5,68,3,2,3,2,1,1
7928,6,68,1,2,1,2,1,1
7928,7,68,5,2,5,2,1,1
7928,8,68,5,2,5,2,1,1
7928,9,68,5,1,5,1,1,1
7928,10,68,5,1,5,1,1,1
7929,1,66,7,1,7,1,1,1
7929,2,66,6,2,6,2,1,1
7929,3,66,4,1,4,1,1,1
7929,4,66,3,2,3,2,1,1
7929,5,66,2,2,2,2,1,1
7929,6,66,2,2,2,2,1,1
7929,7,66,1,2,1,2,1,1
7929,8,66,1,1,1,1,1,1
7930,1,66,7,1,7,1,1,1
7930,2,66,7,1,7,1,1,1
7930,3,66,5,1,5,1,1,1
7930,4,66,5,1,5,1,1,1
7930,5,66,5,1,5,1,1,1
7930,6,66,3,1,3,1,1,1
7930,7,66,4,2,4,2,1,1
7930,8,66,2,2,2,2,1,1
7930,9,66,5,1,5,1,1,1
7931,1,66,5,1,5,1,1,1
7931,2,66,5,2,5,2,1,1
7931,3,66,6,1,6,1,1,1
7932,1,66,5,1,5,1,1,1
7932,2,66,7,2,7,2,1,1
7932,3,66,5,2,5,2,1,1
7932,4,66,5,2,5,2,1,1
7932,5,66,4,2,4,2,1,1
7932,6,66,4,2,4,2,1,1
7932,7,66,4,2,4,2,1,1
7933,1,27,7,1,7,1,1,1
7933,2,27,6,2,6,2,1,1
7933,3,27,2,2,2,2,1,1
7933,4,27,2,1,2,1,1,1
7934,1,27,5,1,5,1,1,1
7934,2,27,5,2,5,2,1,1
7934,3,27,1,1,1,1,1,1
7935,1,68,7,1,7,1,1,1
7935,2,68,7,2,7,2,1,1
7935,3,68,5,2,5,2,1,1
7935,4,68,4,2,4,2,1,1
7935,5,68,2,2,2,2,1,1
7935,6,68,7,2,7,2,1,1
7935,7,68,6,2,6,2,1,1
7935,8,68,6,2,6,2,1,1
7935,9,68,5,1,5,1,1,1
7936,1,68,6,1,6,1,1,1
7936,2,68,6,2,6,2,1,1
7936,3,68,2,2,2,2,1,1
7936,4,68,2,1,2,1,1,1
7936,5,68,2,2,2,2,1,1
7936,6,68,1,1,1,1,1,1
7937,1,27,6,1,6,1,1,1
7937,2,27,5,2,5,2,1,1
7937,3,27,1,1,1,1,1,1
7938,1,27,7,1,7,1,1,1
7938,2,27,6,2,6,2,1,1
7938,3,27,3,2,3,2,1,1
7938,4,27,2,2,2,2,1,1
7939,1,27,7,1,7,1,1,1
7939,2,27,6,2,6,2,1,1
7939,3,27,2,1,2,1,1,1
7939,4,27,2,1,2,1,1,1
7939,5,27,2,2,2,2,1,1
7939,6,27,1,2,1,2,1,1
7940,1,27,5,1,5,1,1,1
7941,1,27,5,1,5,1,1,1
7941,2,27,5,2,5,2,1,1
7941,3,27,1,1,1,1,1,1
7942,1,27,6,1,6,1,1,1
7942,2,27,5,2,5,2,1,1
7942,3,27,2,1,2,1,1,1
7943,1,27,5,1,5,1,1,1
7943,2,27,5,2,5,2,1,1
7944,1,37,5,1,5,1,1,1
7944,2,37,5,2,5,2,1,1
7944,3,37,1,1,1,1,1,1
7945,1,37,7,1,7,1,1,1
7945,2,37,7,2,7,2,1,1
7945,3,37,2,2,2,2,1,1
7945,4,37,2,2,2,2,1,1
7945,5,37,2,1,2,1,1,1
7946,1,66,6,1,6,1,1,1
7947,1,66,6,1,6,1,1,1
7947,2,66,5,2,5,2,1,1
7947,3,66,1,1,1,1,1,1
7948,1,27,5,1,5,1,1,1
7948,2,27,5,2,5,2,1,1
7949,1,27,6,1,6,1,1,1
7949,2,27,5,2,5,2,1,1
7949,3,27,1,1,1,1,1,1
7949,4,27,1,1,1,1,1,1
7950,1,27,5,1,5,1,1,1
7950,2,27,5,2,5,2,1,1
7950,3,27,1,1,1,1,1,1
7950,4,27,1,1,1,1,1,1
7951,1,36,6,1,6,1,1,1
7951,2,36,5,2,5,2,1,1
7951,3,36,1,2,1,2,1,1
7952,1,36,6,1,6,1,1,1
7952,2,36,5,2,5,2,1,1
7953,1,27,8,1,8,1,1,1
7953,2,27,7,2,7,2,1,1
7953,3,27,4,1,4,1,1,1
7954,1,34,6,2,6,2,1,1
7955,1,27,8,1,8,1,1,1
7955,2,27,7,2,7,2,1,1
7955,3,27,4,2,4,2,1,1
7956,1,27,9,1,9,1,1,1
7956,2,27,8,2,8,2,1,1
7957,1,27,6,1,6,1,1,1
7957,2,27,5,2,5,2,1,1
7957,3,27,2,1,2,1,1,1
7957,4,27,1,1,1,1,1,1
7958,1,27,8,1,8,1,1,1
7958,2,27,7,2,7,2,1,1
7958,3,27,4,2,4,2,1,1
7958,4,27,3,2,3,2,1,1
7959,1,36,8,1,8,1,1,1
7959,2,36,7,2,7,2,1,1
7959,3,36,3,1,3,1,1,1
7959,4,36,1,2,1,2,1,1
7960,1,36,6,1,6,1,1,1
7960,2,36,6,2,6,2,1,1
7960,3,36,2,2,2,2,1,1
7960,4,36,1,1,1,1,1,1
7961,1,36,6,1,6,1,1,1
7961,2,36,6,2,6,2,1,1
7961,3,36,2,1,2,1,1,1
7962,1,66,5,1,5,1,1,1
7962,2,66,6,2,6,2,1,1
7962,3,66,4,2,4,2,1,1
7962,4,66,5,2,5,2,1,1
7963,1,66,7,1,7,1,1,1
7963,2,66,6,2,6,2,1,1
7963,3,66,2,1,2,1,1,1
7964,1,68,7,1,7,1,1,1
7964,2,68,6,2,6,2,1,1
7964,3,68,4,2,4,2,1,1
7964,4,68,3,2,3,2,1,1
7964,5,68,2,1,2,1,1,1
7964,6,68,2,2,2,2,1,1
7964,7,68,5,2,5,2,1,1
7964,8,68,5,2,5,2,1,1
7964,9,68,4,1,4,1,1,1
7965,1,68,7,1,7,1,1,1
7965,2,68,6,2,6,2,1,1
7965,3,68,3,2,3,2,1,1
7965,4,68,3,1,3,1,1,1
7965,5,68,2,2,2,2,1,1
7965,6,68,2,2,2,2,1,1
7965,7,68,2,2,2,2,1,1
7965,8,68,2,1,2,1,1,1
7965,9,68,6,2,6,2,1,1
7965,10,68,6,2,6,2,1,1
7965,11,68,6,1,6,1,1,1
7965,12,68,6,1,6,1,1,1
7966,1,37,5,1,5,1,1,1
7966,2,37,5,1,5,1,1,1
7967,1,37,6,1,6,1,1,1
7967,2,37,5,2,5,2,1,1
7967,3,37,2,2,2,2,1,1
7967,4,37,2,2,2,2,1,1
7967,5,37,1,2,1,2,1,1
7968,1,66,7,1,7,1,1,1
7968,2,66,7,2,7,2,1,1
7969,1,66,7,1,7,1,1,1
7969,2,66,7,2,7,2,1,1
7969,3,66,2,2,2,2,1,1
7969,4,66,2,2,2,2,1,1
7970,1,36,6,1,6,1,1,1
7970,2,36,5,2,5,2,1,1
7970,3,36,2,1,2,1,1,1
7970,4,36,1,1,1,1,1,1
7970,5,36,1,2,1,2,1,1
7971,1,36,5,2,5,2,1,1
7971,2,36,6,1,6,1,1,1
7971,3,36,1,2,1,2,1,1
7971,4,36,1,1,1,1,1,1
7972,1,37,5,1,5,1,1,1
7973,1,47,5,1,5,1,1,1
7973,2,47,4,2,4,2,1,1
7974,1,27,6,2,6,2,1,1
7975,1,27,5,1,5,1,1,1
7976,1,27,5,1,5,1,1,1
7977,1,27,5,1,5,1,1,1
7978,1,27,7,1,7,1,1,1
7978,2,27,7,2,7,2,1,1
7978,3,27,3,1,3,1,1,1
7979,1,27,7,1,7,1,1,1
7979,2,27,7,2,7,2,1,1
7979,3,27,2,1,2,1,1,1
7979,4,27,2,1,2,1,1,1
7980,1,27,7,1,7,1,1,1
7980,2,27,6,2,6,2,1,1
7980,3,27,2,1,2,1,1,1
7980,4,27,2,1,2,1,1,1
7981,1,27,6,1,6,1,1,1
7981,2,27,6,2,6,2,1,1
7981,3,27,2,1,2,1,1,1
7981,4,27,1,1,1,1,1,1
7982,1,66,5,1,5,1,1,1
7982,2,66,5,2,5,2,1,1
7982,3,66,1,2,1,2,1,1
7983,1,66,5,1,5,1,1,1
7983,2,66,5,2,5,2,1,1
7983,3,66,1,2,1,2,1,1
7984,1,66,5,2,5,2,1,1
7985,1,66,7,2,7,2,1,1
7985,2,66,3,2,3,2,1,1
7986,1,66,5,1,5,1,1,1
7987,1,37,6,1,6,1,1,1
7987,2,37,5,2,5,2,1,1
7987,3,37,1,2,1,2,1,1
7987,4,37,1,2,1,2,1,1
7988,1,37,5,2,5,2,1,1
7988,2,37,1,2,1,2,1,1
7989,1,37,8,2,8,2,1,1
7990,1,68,7,1,7,1,1,1
7990,2,68,1,2,1,2,1,1
7990,3,68,3,1,3,1,1,1
7990,4,68,4,2,4,2,1,1
7990,5,68,6,1,6,1,1,1
7990,6,68,6,2,6,2,1,1
7990,7,68,5,2,5,2,1,1
7991,1,37,6,1,6,1,1,1
7992,1,37,7,1,7,1,1,1
7993,1,27,5,1,5,1,1,1
7994,1,27,6,1,6,1,1,1
7994,2,27,6,2,6,2,1,1
7994,3,27,2,1,2,1,1,1
7994,4,27,2,2,2,2,1,1
7995,1,27,6,1,6,1,1,1
7996,1,36,7,1,7,1,1,1
7996,2,36,7,2,7,2,1,1
7996,3,36,2,1,2,1,1,1
7996,4,36,2,1,2,1,1,1
7997,1,27,6,1,6,1,1,1
7997,2,27,5,2,5,2,1,1
7997,3,27,1,1,1,1,1,1
7998,1,27,6,1,6,1,1,1
7999,1,36,6,1,6,1,1,1
7999,2,36,6,2,6,2,1,1
8000,1,36,5,1,5,1,1,1
8000,2,36,5,2,5,2,1,1
8000,3,36,2,2,2,2,1,1
8000,4,36,1,1,1,1,1,1
8000,5,36,1,2,1,2,1,1
8001,1,36,9,2,9,2,1,1
8001,2,36,5,2,5,2,1,1
8001,3,36,5,2,5,2,1,1
8001,4,36,5,2,5,2,1,1
8002,1,36,5,1,5,1,1,1
8002,2,36,5,2,5,2,1,1
8002,3,36,1,1,1,1,1,1
8003,1,66,7,1,7,1,1,1
8004,1,66,8,1,8,1,1,1
8004,2,66,7,2,7,2,1,1
8004,3,66,4,1,4,1,1,1
8004,4,66,5,2,5,2,1,1
8005,1,66,5,1,5,1,1,1
8005,2,66,5,2,5,2,1,1
8006,1,66,8,1,8,1,1,1
8006,2,66,7,2,7,2,1,1
8007,1,68,7,1,7,1,1,1
8007,2,68,7,2,7,2,1,1
8007,3,68,4,1,4,1,1,1
8007,4,68,4,2,4,2,1,1
8007,5,68,3,2,3,2,1,1
8007,6,68,2,1,2,1,1,1
8007,7,68,2,2,2,2,1,1
8007,8,68,5,2,5,2,1,1
8007,9,68,6,1,6,1,1,1
8007,10,68,6,1,6,1,1,1
8008,1,37,6,1,6,1,1,1
8009,1,66,5,1,5,1,1,1
8009,2,66,5,1,5,1,1,1
8010,1,66,6,2,6,2,1,1
8010,2,66,5,2,5,2,1,1
8010,3,66,3,1,3,1,1,1
8010,4,66,3,1,3,1,1,1
8010,5,66,2,1,2,1,1,1
8010,6,66,2,2,2,2,1,1
8011,1,34,5,1,5,1,1,1
8011,2,34,5,2,5,2,1,1
8012,1,34,6,1,6,1,1,1
8012,2,34,5,2,5,2,1,1
8012,3,34,1,1,1,1,1,1
8012,4,34,1,2,1,2,1,1
8013,1,51,5,1,5,1,1,1
8013,2,51,5,2,5,2,1,1
8013,3,51,1,1,1,1,1,1
8013,4,51,5,2,5,2,1,1
8013,5,51,5,2,5,2,1,1
8013,6,51,6,1,6,1,1,1
8014,1,51,5,1,5,1,1,1
8014,2,51,5,2,5,2,1,1
8014,3,51,1,2,1,2,1,1
8014,4,51,1,1,1,1,1,1
8014,5,51,6,2,6,2,1,1
8014,6,51,6,2,6,2,1,1
8015,1,51,5,1,5,1,1,1
8015,2,51,5,2,5,2,1,1
8015,3,51,2,2,2,2,1,1
8015,4,51,2,2,2,2,1,1
8015,5,51,4,2,4,2,1,1
8016,1,51,5,1,5,1,1,1
8016,2,51,5,2,5,2,1,1
8016,3,51,1,1,1,1,1,1
8016,4,51,1,1,1,1,1,1
8016,5,51,5,2,5,2,1,1
8016,6,51,5,2,5,2,1,1
8017,1,90,9,1,9,1,1,1
8017,2,90,9,2,9,2,1,1
8017,3,90,5,1,5,1,1,1
8017,4,90,5,2,5,2,1,1
8017,5,90,6,2,6,2,1,1
8018,1,37,6,1,6,1,1,1
8018,2,37,5,2,5,2,1,1
8018,3,37,2,1,2,1,1,1
8018,4,37,1,2,1,2,1,1
8018,5,37,7,2,7,2,1,1
8019,1,37,7,1,7,1,1,1
8020,1,37,7,1,7,1,1,1
8020,2,37,7,2,7,2,1,1
8021,1,51,6,1,6,1,1,1
8021,2,51,6,2,6,2,1,1
8021,3,51,2,1,2,1,1,1
8021,4,51,2,2,2,2,1,1
8021,5,51,1,1,1,1,1,1
8021,6,51,1,1,1,1,1,1
8021,7,51,6,1,6,1,1,1
8022,1,51,6,1,6,1,1,1
8022,2,51,6,2,6,2,1,1
8022,3,51,3,1,3,1,1,1
8022,4,51,3,1,3,1,1,1
8022,5,51,3,2,3,2,1,1
8022,6,51,2,1,2,1,1,1
8022,7,51,2,1,2,1,1,1
8022,8,51,5,1,5,1,1,1
8022,9,51,5,1,5,1,1,1
8022,10,51,5,2,5,2,1,1
8023,1,51,6,1,6,1,1,1
8023,2,51,5,2,5,2,1,1
8023,3,51,2,1,2,1,1,1
8023,4,51,2,2,2,2,1,1
8023,5,51,2,1,2,1,1,1
8024,1,90,6,1,6,1,1,1
8024,2,90,5,2,5,2,1,1
8024,3,90,2,1,2,1,1,1
8025,1,90,9,2,9,2,1,1
8025,2,90,6,2,6,2,1,1
8025,3,90,6,2,6,2,1,1
8025,4,90,6,1,6,1,1,1
8025,5,90,6,1,6,1,1,1
8026,1,90,5,1,5,1,1,1
8026,2,90,4,2,4,2,1,1
8026,3,90,1,1,1,1,1,1
8027,1,90,6,1,6,1,1,1
8027,2,90,5,2,5,2,1,1
8027,3,90,1,1,1,1,1,1
8027,4,90,1,2,1,2,1,1
8028,1,51,7,1,7,1,1,1
8028,2,51,7,2,7,2,1,1
8028,3,51,5,2,5,2,1,1
8028,4,51,4,2,4,2,1,1
8028,5,51,4,1,4,1,1,1
8028,6,51,4,2,4,2,1,1
8028,7,51,5,2,5,2,1,1
8028,8,51,5,2,5,2,1,1
8028,9,51,5,1,5,1,1,1
8028,10,51,5,1,5,1,1,1
8029,1,51,6,1,6,1,1,1
8029,2,51,5,2,5,2,1,1
8029,3,51,2,1,2,1,1,1
8029,4,51,1,2,1,2,1,1
8029,5,51,1,1,1,1,1,1
8030,1,51,6,1,6,1,1,1
8030,2,51,6,2,6,2,1,1
8030,3,51,2,1,2,1,1,1
8030,4,51,2,2,2,2,1,1
8030,5,51,1,1,1,1,1,1
8031,1,58,6,1,6,1,1,1
8032,1,37,6,1,6,1,1,1
8032,2,37,6,2,6,2,1,1
8032,3,37,2,1,2,1,1,1
8032,4,37,2,1,2,1,1,1
8033,1,37,7,1,7,1,1,1
8033,2,37,7,2,7,2,1,1
8033,3,37,3,1,3,1,1,1
8034,1,37,6,1,6,1,1,1
8034,2,37,2,1,2,1,1,1
8034,3,37,2,1,2,1,1,1
8035,1,37,6,1,6,1,1,1
8035,2,37,6,2,6,2,1,1
8035,3,37,2,1,2,1,1,1
8036,1,37,7,1,7,1,1,1
8036,2,37,6,2,6,2,1,1
8036,3,37,2,1,2,1,1,1
8036,4,37,1,1,1,1,1,1
8037,1,66,6,1,6,1,1,1
8038,1,66,5,1,5,1,1,1
8039,1,37,6,1,6,1,1,1
