hid,sample_geo,hsize,rhsize,hhrtotals,hhtotals
2310,25,1,1,1,1
2311,25,1,1,1,1
2312,25,1,1,1,1
2313,25,1,1,1,1
2314,25,1,1,1,1
2315,25,1,1,1,1
2316,40,1,1,1,1
2317,40,1,1,1,1
2318,40,1,1,1,1
2319,40,1,1,1,1
2320,44,1,1,1,1
2321,44,1,1,1,1
2322,44,1,1,1,1
2323,44,1,1,1,1
2324,44,1,1,1,1
2325,44,2,2,1,1
2326,40,1,1,1,1
2327,40,1,1,1,1
2328,44,1,1,1,1
2329,25,1,1,1,1
2330,25,1,1,1,1
2331,25,1,1,1,1
2332,25,1,1,1,1
2333,40,3,3,1,1
2334,40,4,4,1,1
2335,40,1,1,1,1
2336,40,1,1,1,1
2337,45,1,1,1,1
2338,45,1,1,1,1
2339,45,1,1,1,1
2340,34,1,1,1,1
2341,34,1,1,1,1
2342,34,1,1,1,1
2343,34,1,1,1,1
2344,45,1,1,1,1
2345,45,1,1,1,1
2346,45,1,1,1,1
2347,45,1,1,1,1
2348,45,1,1,1,1
2349,34,1,1,1,1
2350,34,2,2,1,1
2351,34,3,3,1,1
2352,45,1,1,1,1
2353,45,1,1,1,1
2354,45,1,1,1,1
2355,45,1,1,1,1
2356,34,1,1,1,1
2357,34,1,1,1,1
2358,34,1,1,1,1
2359,34,1,1,1,1
2360,34,1,1,1,1
2361,34,1,1,1,1
2362,34,1,1,1,1
2363,34,1,1,1,1
2364,40,1,1,1,1
2365,40,1,1,1,1
2366,40,1,1,1,1
2367,40,3,3,1,1
2368,40,1,1,1,1
2369,40,1,1,1,1
2370,40,1,1,1,1
2371,34,1,1,1,1
2372,34,1,1,1,1
2373,34,1,1,1,1
2374,34,1,1,1,1
2375,44,1,1,1,1
2376,44,2,2,1,1
2377,44,1,1,1,1
2378,44,1,1,1,1
2379,44,1,1,1,1
2380,44,1,1,1,1
2381,46,1,1,1,1
2382,46,1,1,1,1
2383,25,1,1,1,1
2384,25,1,1,1,1
2385,25,1,1,1,1
2386,25,3,3,1,1
2387,44,1,1,1,1
2388,46,1,1,1,1
2389,44,1,1,1,1
2390,25,1,1,1,1
2391,25,1,1,1,1
2392,25,1,1,1,1
2393,25,1,1,1,1
2394,25,1,1,1,1
2395,25,3,3,1,1
2396,25,1,1,1,1
2397,25,2,2,1,1
2398,34,1,1,1,1
2399,34,1,1,1,1
2400,34,1,1,1,1
2401,45,2,2,1,1
2402,45,1,1,1,1
2403,45,1,1,1,1
2404,14,1,1,1,1
2405,14,1,1,1,1
2406,14,1,1,1,1
2407,14,1,1,1,1
2408,14,1,1,1,1
2409,15,1,1,1,1
2410,15,1,1,1,1
2411,15,1,1,1,1
2412,15,1,1,1,1
2413,15,1,1,1,1
2414,15,1,1,1,1
2415,15,1,1,1,1
2416,15,1,1,1,1
2417,26,1,1,1,1
2418,26,1,1,1,1
2419,26,1,1,1,1
2420,15,1,1,1,1
2421,15,1,1,1,1
2422,15,1,1,1,1
2423,15,1,1,1,1
2424,15,1,1,1,1
2425,15,1,1,1,1
2426,15,1,1,1,1
2427,15,1,1,1,1
2428,15,1,1,1,1
2429,15,1,1,1,1
2430,26,1,1,1,1
2431,26,1,1,1,1
2432,15,1,1,1,1
2433,15,1,1,1,1
2434,15,1,1,1,1
2435,15,1,1,1,1
2436,15,1,1,1,1
2437,15,1,1,1,1
2438,15,1,1,1,1
2439,15,1,1,1,1
2440,15,1,1,1,1
2441,15,1,1,1,1
2442,15,1,1,1,1
2443,15,1,1,1,1
2444,15,1,1,1,1
2445,15,1,1,1,1
2446,15,1,1,1,1
2447,15,1,1,1,1
2448,15,1,1,1,1
2449,15,1,1,1,1
2450,26,1,1,1,1
2451,26,1,1,1,1
2452,26,1,1,1,1
2453,26,1,1,1,1
2454,15,1,1,1,1
2455,15,1,1,1,1
2456,15,1,1,1,1
2457,15,1,1,1,1
2458,26,1,1,1,1
2459,26,1,1,1,1
2460,26,1,1,1,1
2461,26,1,1,1,1
2462,15,1,1,1,1
2463,15,1,1,1,1
2464,15,1,1,1,1
2465,15,1,1,1,1
2466,15,1,1,1,1
2467,15,1,1,1,1
2468,15,1,1,1,1
2469,15,1,1,1,1
2470,15,1,1,1,1
2471,15,1,1,1,1
2472,15,1,1,1,1
2473,15,1,1,1,1
2474,15,1,1,1,1
2475,15,1,1,1,1
2476,15,1,1,1,1
2477,15,1,1,1,1
2478,26,1,1,1,1
2479,26,1,1,1,1
2480,26,1,1,1,1
2481,15,1,1,1,1
2482,15,3,3,1,1
2483,15,1,1,1,1
2484,15,1,1,1,1
2485,15,1,1,1,1
2486,15,1,1,1,1
2487,15,1,1,1,1
2488,15,1,1,1,1
2489,15,1,1,1,1
2490,15,1,1,1,1
2491,15,1,1,1,1
2492,15,1,1,1,1
2493,15,1,1,1,1
2494,15,1,1,1,1
2495,15,2,2,1,1
2496,15,1,1,1,1
2497,15,1,1,1,1
2498,15,1,1,1,1
2499,15,1,1,1,1
2500,15,1,1,1,1
2501,15,1,1,1,1
2502,15,1,1,1,1
2503,15,1,1,1,1
2504,15,1,1,1,1
2505,15,1,1,1,1
2506,15,1,1,1,1
2507,15,1,1,1,1
2508,15,1,1,1,1
2509,15,1,1,1,1
2510,15,1,1,1,1
2511,15,1,1,1,1
2512,15,1,1,1,1
2513,15,1,1,1,1
2514,15,1,1,1,1
2515,15,1,1,1,1
2516,15,1,1,1,1
2517,15,1,1,1,1
2518,15,1,1,1,1
2519,15,1,1,1,1
2520,15,1,1,1,1
2521,15,1,1,1,1
2522,15,1,1,1,1
2523,15,1,1,1,1
2524,15,1,1,1,1
2525,15,1,1,1,1
2526,15,1,1,1,1
2527,15,1,1,1,1
2528,15,1,1,1,1
2529,15,1,1,1,1
2530,15,1,1,1,1
2531,15,1,1,1,1
2532,15,1,1,1,1
2533,15,1,1,1,1
2534,15,1,1,1,1
2535,15,1,1,1,1
2536,15,1,1,1,1
2537,15,1,1,1,1
2538,15,1,1,1,1
2539,15,1,1,1,1
2540,15,1,1,1,1
2541,15,1,1,1,1
2542,15,1,1,1,1
2543,15,1,1,1,1
2544,15,1,1,1,1
2545,15,1,1,1,1
2546,15,1,1,1,1
2547,15,1,1,1,1
2548,15,1,1,1,1
2549,15,1,1,1,1
2550,26,1,1,1,1
2551,26,1,1,1,1
2552,15,1,1,1,1
2553,15,1,1,1,1
2554,15,1,1,1,1
2555,15,3,3,1,1
2556,15,1,1,1,1
2557,15,1,1,1,1
2558,15,1,1,1,1
2559,15,1,1,1,1
2560,24,1,1,1,1
2561,24,1,1,1,1
2562,24,1,1,1,1
2563,24,1,1,1,1
2564,24,1,1,1,1
2565,24,1,1,1,1
2566,24,1,1,1,1
2567,24,1,1,1,1
2568,24,1,1,1,1
2569,24,1,1,1,1
2570,24,1,1,1,1
2571,24,1,1,1,1
2572,24,1,1,1,1
2573,24,1,1,1,1
2574,24,1,1,1,1
2575,24,1,1,1,1
2576,24,1,1,1,1
2577,24,1,1,1,1
2578,24,1,1,1,1
2579,24,1,1,1,1
2580,24,1,1,1,1
2581,24,1,1,1,1
2582,24,1,1,1,1
2583,24,1,1,1,1
2584,24,1,1,1,1
2585,24,1,1,1,1
2586,24,1,1,1,1
2587,24,1,1,1,1
2588,24,1,1,1,1
2589,24,1,1,1,1
2590,24,1,1,1,1
2591,24,1,1,1,1
2592,24,1,1,1,1
2593,24,1,1,1,1
2594,24,1,1,1,1
2595,24,1,1,1,1
2596,24,1,1,1,1
2597,24,1,1,1,1
2598,24,1,1,1,1
2599,24,1,1,1,1
2600,24,1,1,1,1
2601,24,1,1,1,1
2602,24,1,1,1,1
2603,24,1,1,1,1
2604,24,1,1,1,1
2605,24,1,1,1,1
2606,24,1,1,1,1
2607,24,1,1,1,1
2608,24,1,1,1,1
2609,24,2,2,1,1
2610,24,1,1,1,1
2611,24,1,1,1,1
2612,24,1,1,1,1
2613,24,1,1,1,1
2614,24,1,1,1,1
2615,24,1,1,1,1
2616,24,1,1,1,1
2617,24,1,1,1,1
2618,24,1,1,1,1
2619,24,1,1,1,1
2620,24,1,1,1,1
2621,24,1,1,1,1
2622,24,1,1,1,1
2623,24,1,1,1,1
2624,24,1,1,1,1
2625,24,1,1,1,1
2626,24,3,3,1,1
2627,24,1,1,1,1
2628,24,2,2,1,1
2629,24,1,1,1,1
2630,24,1,1,1,1
2631,24,1,1,1,1
2632,24,1,1,1,1
2633,24,1,1,1,1
2634,24,1,1,1,1
2635,24,1,1,1,1
2636,24,1,1,1,1
2637,24,1,1,1,1
2638,24,1,1,1,1
2639,24,1,1,1,1
2640,24,1,1,1,1
2641,45,1,1,1,1
2642,24,1,1,1,1
2643,24,1,1,1,1
2644,24,1,1,1,1
2645,24,1,1,1,1
2646,24,1,1,1,1
2647,24,1,1,1,1
2648,24,1,1,1,1
2649,25,1,1,1,1
2650,25,1,1,1,1
2651,25,1,1,1,1
2652,25,1,1,1,1
2653,24,1,1,1,1
2654,24,1,1,1,1
2655,24,1,1,1,1
2656,24,1,1,1,1
2657,24,1,1,1,1
2658,24,1,1,1,1
2659,24,1,1,1,1
2660,37,1,1,1,1
2661,24,1,1,1,1
2662,24,1,1,1,1
2663,24,1,1,1,1
2664,24,1,1,1,1
2665,24,1,1,1,1
2666,24,1,1,1,1
2667,24,1,1,1,1
2668,24,1,1,1,1
2669,24,1,1,1,1
2670,24,1,1,1,1
2671,24,1,1,1,1
2672,24,1,1,1,1
2673,24,1,1,1,1
2674,24,1,1,1,1
2675,24,1,1,1,1
2676,24,1,1,1,1
2677,24,1,1,1,1
2678,24,1,1,1,1
2679,24,1,1,1,1
2680,24,1,1,1,1
2681,24,1,1,1,1
2682,24,1,1,1,1
2683,24,1,1,1,1
2684,24,1,1,1,1
2685,24,1,1,1,1
2686,24,1,1,1,1
2687,24,1,1,1,1
2688,24,1,1,1,1
2689,24,1,1,1,1
2690,24,1,1,1,1
2691,24,1,1,1,1
2692,24,1,1,1,1
2693,24,1,1,1,1
2694,24,1,1,1,1
2695,24,1,1,1,1
2696,24,1,1,1,1
2697,24,1,1,1,1
2698,24,1,1,1,1
2699,24,1,1,1,1
2700,24,1,1,1,1
2701,24,1,1,1,1
2702,24,1,1,1,1
2703,24,1,1,1,1
2704,24,1,1,1,1
2705,24,1,1,1,1
2706,24,1,1,1,1
2707,24,1,1,1,1
2708,24,1,1,1,1
2709,24,1,1,1,1
2710,24,1,1,1,1
2711,24,1,1,1,1
2712,24,1,1,1,1
2713,24,1,1,1,1
2714,24,1,1,1,1
2715,24,1,1,1,1
2716,24,1,1,1,1
2717,24,1,1,1,1
2718,24,1,1,1,1
2719,24,1,1,1,1
2720,24,1,1,1,1
2721,24,1,1,1,1
2722,24,1,1,1,1
2723,25,1,1,1,1
2724,25,1,1,1,1
2725,25,1,1,1,1
2726,25,1,1,1,1
2727,24,1,1,1,1
2728,24,1,1,1,1
2729,24,1,1,1,1
2730,24,1,1,1,1
2731,24,1,1,1,1
2732,24,1,1,1,1
2733,24,1,1,1,1
2734,24,1,1,1,1
2735,24,1,1,1,1
2736,24,1,1,1,1
2737,24,1,1,1,1
2738,24,1,1,1,1
2739,24,1,1,1,1
2740,24,1,1,1,1
2741,24,1,1,1,1
2742,24,1,1,1,1
2743,24,1,1,1,1
2744,24,1,1,1,1
2745,24,1,1,1,1
2746,24,1,1,1,1
2747,24,1,1,1,1
2748,24,1,1,1,1
2749,24,1,1,1,1
2750,24,1,1,1,1
2751,24,1,1,1,1
2752,24,1,1,1,1
2753,24,1,1,1,1
2754,24,1,1,1,1
2755,24,1,1,1,1
2756,24,1,1,1,1
2757,24,1,1,1,1
2758,24,1,1,1,1
2759,24,1,1,1,1
2760,24,2,2,1,1
2761,24,1,1,1,1
2762,24,1,1,1,1
2763,24,1,1,1,1
2764,24,1,1,1,1
2765,24,1,1,1,1
2766,24,1,1,1,1
2767,24,1,1,1,1
2768,24,1,1,1,1
2769,24,1,1,1,1
2770,24,1,1,1,1
2771,24,1,1,1,1
2772,24,1,1,1,1
2773,24,1,1,1,1
2774,24,1,1,1,1
2775,24,1,1,1,1
2776,24,1,1,1,1
2777,24,1,1,1,1
2778,24,1,1,1,1
2779,24,1,1,1,1
2780,24,1,1,1,1
2781,24,1,1,1,1
2782,24,1,1,1,1
2783,24,1,1,1,1
2784,24,1,1,1,1
2785,24,1,1,1,1
2786,24,1,1,1,1
2787,24,1,1,1,1
2788,24,1,1,1,1
2789,24,1,1,1,1
2790,24,1,1,1,1
2791,24,1,1,1,1
2792,24,1,1,1,1
2793,24,1,1,1,1
2794,24,1,1,1,1
2795,24,1,1,1,1
2796,24,1,1,1,1
2797,24,1,1,1,1
2798,24,1,1,1,1
2799,24,1,1,1,1
2800,24,1,1,1,1
2801,24,1,1,1,1
2802,24,1,1,1,1
2803,24,1,1,1,1
2804,24,1,1,1,1
2805,24,1,1,1,1
2806,24,1,1,1,1
2807,24,1,1,1,1
2808,24,1,1,1,1
2809,24,1,1,1,1
2810,43,1,1,1,1
2811,24,1,1,1,1
2812,24,1,1,1,1
2813,24,1,1,1,1
2814,24,1,1,1,1
2815,24,1,1,1,1
2816,24,1,1,1,1
2817,24,1,1,1,1
2818,24,1,1,1,1
2819,24,2,2,1,1
2820,24,3,3,1,1
2821,24,1,1,1,1
2822,24,1,1,1,1
2823,24,1,1,1,1
2824,24,1,1,1,1
2825,24,1,1,1,1
2826,25,1,1,1,1
2827,24,1,1,1,1
2828,24,1,1,1,1
2829,24,1,1,1,1
2830,24,1,1,1,1
2831,24,1,1,1,1
2832,24,1,1,1,1
2833,24,1,1,1,1
2834,24,1,1,1,1
2835,24,2,2,1,1
2836,24,1,1,1,1
2837,24,1,1,1,1
2838,24,1,1,1,1
2839,24,1,1,1,1
2840,24,1,1,1,1
2841,24,1,1,1,1
2842,24,1,1,1,1
2843,24,1,1,1,1
2844,24,1,1,1,1
2845,24,1,1,1,1
2846,24,1,1,1,1
2847,24,1,1,1,1
2848,24,1,1,1,1
2849,24,1,1,1,1
2850,24,2,2,1,1
2851,24,1,1,1,1
2852,24,1,1,1,1
2853,24,1,1,1,1
2854,25,1,1,1,1
2855,24,1,1,1,1
2856,24,1,1,1,1
2857,24,1,1,1,1
2858,24,1,1,1,1
2859,24,1,1,1,1
2860,24,1,1,1,1
2861,24,1,1,1,1
2862,24,1,1,1,1
2863,24,1,1,1,1
2864,24,1,1,1,1
2865,24,1,1,1,1
2866,41,2,2,1,1
2867,24,1,1,1,1
2868,24,1,1,1,1
2869,24,1,1,1,1
2870,24,1,1,1,1
2871,24,1,1,1,1
2872,24,1,1,1,1
2873,24,1,1,1,1
2874,24,3,3,1,1
2875,25,4,4,1,1
2876,24,1,1,1,1
2877,24,1,1,1,1
2878,24,1,1,1,1
2879,24,1,1,1,1
2880,24,1,1,1,1
2881,24,1,1,1,1
2882,24,1,1,1,1
2883,24,1,1,1,1
2884,24,1,1,1,1
2885,24,1,1,1,1
2886,24,1,1,1,1
2887,24,1,1,1,1
2888,25,1,1,1,1
2889,25,1,1,1,1
2890,25,1,1,1,1
2891,25,1,1,1,1
2892,24,1,1,1,1
2893,24,1,1,1,1
2894,24,1,1,1,1
2895,24,1,1,1,1
2896,24,1,1,1,1
2897,24,1,1,1,1
2898,24,1,1,1,1
2899,24,1,1,1,1
2900,24,1,1,1,1
2901,24,1,1,1,1
2902,24,1,1,1,1
2903,25,1,1,1,1
2904,24,1,1,1,1
2905,24,1,1,1,1
2906,24,1,1,1,1
2907,24,1,1,1,1
2908,24,1,1,1,1
2909,32,1,1,1,1
2910,32,1,1,1,1
2911,32,1,1,1,1
2912,32,1,1,1,1
2913,32,1,1,1,1
2914,32,1,1,1,1
2915,32,1,1,1,1
2916,32,1,1,1,1
2917,32,1,1,1,1
2918,32,1,1,1,1
2919,32,1,1,1,1
2920,32,1,1,1,1
2921,32,1,1,1,1
2922,32,1,1,1,1
2923,32,1,1,1,1
2924,32,1,1,1,1
2925,32,4,4,1,1
2926,32,4,4,1,1
2927,32,1,1,1,1
2928,32,1,1,1,1
2929,32,1,1,1,1
2930,32,1,1,1,1
2931,32,1,1,1,1
2932,32,1,1,1,1
2933,32,1,1,1,1
2934,32,1,1,1,1
2935,32,1,1,1,1
2936,32,1,1,1,1
2937,32,1,1,1,1
2938,32,1,1,1,1
2939,32,1,1,1,1
2940,32,1,1,1,1
2941,32,1,1,1,1
2942,32,1,1,1,1
2943,32,1,1,1,1
2944,32,1,1,1,1
2945,32,1,1,1,1
2946,32,1,1,1,1
2947,32,1,1,1,1
2948,32,1,1,1,1
2949,32,1,1,1,1
2950,32,1,1,1,1
2951,32,1,1,1,1
2952,32,1,1,1,1
2953,32,1,1,1,1
2954,32,1,1,1,1
2955,32,1,1,1,1
2956,32,1,1,1,1
2957,32,3,3,1,1
2958,32,1,1,1,1
2959,32,3,3,1,1
2960,32,3,3,1,1
2961,32,1,1,1,1
2962,32,1,1,1,1
2963,32,1,1,1,1
2964,32,1,1,1,1
2965,32,1,1,1,1
2966,32,1,1,1,1
2967,32,3,3,1,1
2968,32,1,1,1,1
2969,32,1,1,1,1
2970,32,1,1,1,1
2971,32,1,1,1,1
2972,32,1,1,1,1
2973,32,1,1,1,1
2974,32,1,1,1,1
2975,32,1,1,1,1
2976,32,1,1,1,1
2977,32,1,1,1,1
2978,32,1,1,1,1
2979,32,1,1,1,1
2980,32,1,1,1,1
2981,32,1,1,1,1
2982,32,1,1,1,1
2983,32,1,1,1,1
2984,32,1,1,1,1
2985,32,1,1,1,1
2986,32,1,1,1,1
2987,32,1,1,1,1
2988,32,1,1,1,1
2989,32,1,1,1,1
2990,32,1,1,1,1
2991,32,1,1,1,1
2992,32,1,1,1,1
2993,32,1,1,1,1
2994,32,1,1,1,1
2995,32,1,1,1,1
2996,32,1,1,1,1
2997,32,4,4,1,1
2998,32,1,1,1,1
2999,32,1,1,1,1
3000,32,1,1,1,1
3001,32,1,1,1,1
3002,32,1,1,1,1
3003,32,1,1,1,1
3004,32,1,1,1,1
3005,32,1,1,1,1
3006,32,1,1,1,1
3007,32,1,1,1,1
3008,32,1,1,1,1
3009,32,1,1,1,1
3010,32,1,1,1,1
3011,32,1,1,1,1
3012,32,1,1,1,1
3013,32,1,1,1,1
3014,32,1,1,1,1
3015,32,1,1,1,1
3016,32,1,1,1,1
3017,32,1,1,1,1
3018,32,1,1,1,1
3019,32,1,1,1,1
3020,32,1,1,1,1
3021,32,2,2,1,1
3022,32,1,1,1,1
3023,32,2,2,1,1
3024,27,1,1,1,1
3025,25,4,4,1,1
3026,27,1,1,1,1
3027,25,2,2,1,1
3028,25,1,1,1,1
3029,25,1,1,1,1
3030,26,1,1,1,1
3031,26,1,1,1,1
3032,26,1,1,1,1
3033,26,1,1,1,1
3034,26,1,1,1,1
3035,26,1,1,1,1
3036,26,1,1,1,1
3037,26,3,3,1,1
3038,26,1,1,1,1
3039,26,1,1,1,1
3040,26,1,1,1,1
3041,26,1,1,1,1
3042,26,1,1,1,1
3043,26,1,1,1,1
3044,26,1,1,1,1
3045,26,1,1,1,1
3046,26,1,1,1,1
3047,26,1,1,1,1
3048,26,1,1,1,1
3049,26,1,1,1,1
3050,26,1,1,1,1
3051,26,1,1,1,1
3052,26,1,1,1,1
3053,26,1,1,1,1
3054,26,1,1,1,1
3055,26,1,1,1,1
3056,26,3,3,1,1
3057,26,1,1,1,1
3058,26,1,1,1,1
3059,26,1,1,1,1
3060,26,1,1,1,1
3061,26,1,1,1,1
3062,26,1,1,1,1
3063,26,1,1,1,1
3064,26,3,3,1,1
3065,26,3,3,1,1
3066,26,1,1,1,1
3067,26,1,1,1,1
3068,26,1,1,1,1
3069,26,1,1,1,1
3070,26,1,1,1,1
3071,26,1,1,1,1
3072,26,1,1,1,1
3073,26,3,3,1,1
3074,26,4,4,1,1
3075,26,1,1,1,1
3076,26,1,1,1,1
3077,26,1,1,1,1
3078,26,1,1,1,1
3079,26,1,1,1,1
3080,26,1,1,1,1
3081,26,1,1,1,1
3082,26,1,1,1,1
3083,26,1,1,1,1
3084,26,1,1,1,1
3085,26,1,1,1,1
3086,26,1,1,1,1
3087,26,1,1,1,1
3088,26,1,1,1,1
3089,26,1,1,1,1
3090,26,1,1,1,1
3091,26,1,1,1,1
3092,26,1,1,1,1
3093,26,1,1,1,1
3094,26,1,1,1,1
3095,26,1,1,1,1
3096,26,1,1,1,1
3097,26,1,1,1,1
3098,26,1,1,1,1
3099,26,1,1,1,1
3100,26,1,1,1,1
3101,26,1,1,1,1
3102,26,1,1,1,1
3103,26,1,1,1,1
3104,26,1,1,1,1
3105,26,1,1,1,1
3106,26,1,1,1,1
3107,26,1,1,1,1
3108,26,1,1,1,1
3109,26,1,1,1,1
3110,26,1,1,1,1
3111,26,1,1,1,1
3112,26,1,1,1,1
3113,26,1,1,1,1
3114,26,1,1,1,1
3115,26,1,1,1,1
3116,26,1,1,1,1
3117,26,1,1,1,1
3118,26,1,1,1,1
3119,26,1,1,1,1
3120,26,1,1,1,1
3121,26,1,1,1,1
3122,26,1,1,1,1
3123,26,1,1,1,1
3124,26,1,1,1,1
3125,26,1,1,1,1
3126,26,1,1,1,1
3127,26,1,1,1,1
3128,26,1,1,1,1
3129,26,1,1,1,1
3130,26,1,1,1,1
3131,26,1,1,1,1
3132,26,1,1,1,1
3133,26,1,1,1,1
3134,26,2,2,1,1
3135,26,1,1,1,1
3136,26,1,1,1,1
3137,26,1,1,1,1
3138,26,1,1,1,1
3139,26,1,1,1,1
3140,26,1,1,1,1
3141,26,1,1,1,1
3142,26,1,1,1,1
3143,26,1,1,1,1
3144,26,1,1,1,1
3145,26,1,1,1,1
3146,26,1,1,1,1
3147,26,1,1,1,1
3148,26,1,1,1,1
3149,26,1,1,1,1
3150,26,1,1,1,1
3151,26,1,1,1,1
3152,26,4,4,1,1
3153,26,4,4,1,1
3154,26,1,1,1,1
3155,26,1,1,1,1
3156,26,1,1,1,1
3157,26,1,1,1,1
3158,26,1,1,1,1
3159,26,1,1,1,1
3160,26,1,1,1,1
3161,26,1,1,1,1
3162,26,1,1,1,1
3163,26,1,1,1,1
3164,26,1,1,1,1
3165,26,1,1,1,1
3166,26,1,1,1,1
3167,58,1,1,1,1
3168,58,1,1,1,1
3169,58,1,1,1,1
3170,62,1,1,1,1
3171,62,1,1,1,1
3172,26,1,1,1,1
3173,26,1,1,1,1
3174,26,1,1,1,1
3175,26,1,1,1,1
3176,26,1,1,1,1
3177,26,1,1,1,1
3178,26,1,1,1,1
3179,26,1,1,1,1
3180,26,1,1,1,1
3181,26,1,1,1,1
3182,26,1,1,1,1
3183,26,1,1,1,1
3184,26,1,1,1,1
3185,26,1,1,1,1
3186,26,1,1,1,1
3187,26,1,1,1,1
3188,26,1,1,1,1
3189,26,1,1,1,1
3190,26,1,1,1,1
3191,26,1,1,1,1
3192,26,1,1,1,1
3193,26,1,1,1,1
3194,26,1,1,1,1
3195,26,1,1,1,1
3196,26,1,1,1,1
3197,26,1,1,1,1
3198,34,1,1,1,1
3199,34,1,1,1,1
3200,34,1,1,1,1
3201,34,1,1,1,1
3202,34,1,1,1,1
3203,53,1,1,1,1
3204,34,1,1,1,1
3205,34,1,1,1,1
3206,65,1,1,1,1
3207,37,1,1,1,1
3208,37,1,1,1,1
3209,37,1,1,1,1
3210,37,1,1,1,1
3211,37,1,1,1,1
3212,33,1,1,1,1
3213,35,1,1,1,1
3214,13,1,1,1,1
3215,34,1,1,1,1
3216,34,1,1,1,1
3217,34,1,1,1,1
3218,34,1,1,1,1
3219,34,1,1,1,1
3220,33,1,1,1,1
3221,35,1,1,1,1
3222,37,1,1,1,1
3223,37,1,1,1,1
3224,67,1,1,1,1
3225,67,1,1,1,1
3226,35,1,1,1,1
3227,33,4,4,1,1
3228,35,3,3,1,1
3229,37,1,1,1,1
3230,37,1,1,1,1
3231,37,1,1,1,1
3232,37,1,1,1,1
3233,37,1,1,1,1
3234,37,1,1,1,1
3235,37,1,1,1,1
3236,37,4,4,1,1
3237,37,1,1,1,1
3238,37,1,1,1,1
3239,37,1,1,1,1
3240,37,1,1,1,1
3241,37,1,1,1,1
3242,37,4,4,1,1
3243,37,1,1,1,1
3244,37,1,1,1,1
3245,37,1,1,1,1
3246,37,1,1,1,1
3247,37,1,1,1,1
3248,53,1,1,1,1
3249,53,2,2,1,1
3250,35,1,1,1,1
3251,37,1,1,1,1
3252,37,1,1,1,1
3253,37,1,1,1,1
3254,53,1,1,1,1
3255,53,1,1,1,1
3256,53,1,1,1,1
3257,53,1,1,1,1
3258,53,1,1,1,1
3259,53,1,1,1,1
3260,53,1,1,1,1
3261,34,1,1,1,1
3262,36,1,1,1,1
3263,36,1,1,1,1
3264,53,1,1,1,1
3265,53,1,1,1,1
3266,34,1,1,1,1
3267,34,1,1,1,1
3268,34,1,1,1,1
3269,34,1,1,1,1
3270,34,1,1,1,1
3271,34,1,1,1,1
3272,34,1,1,1,1
3273,34,1,1,1,1
3274,34,1,1,1,1
3275,34,1,1,1,1
3276,34,1,1,1,1
3277,34,1,1,1,1
3278,34,1,1,1,1
3279,53,1,1,1,1
3280,53,1,1,1,1
3281,53,1,1,1,1
3282,91,1,1,1,1
3283,91,1,1,1,1
3284,91,1,1,1,1
3285,91,1,1,1,1
3286,70,1,1,1,1
3287,70,1,1,1,1
3288,70,1,1,1,1
3289,90,1,1,1,1
3290,90,1,1,1,1
3291,90,1,1,1,1
3292,91,2,2,1,1
3293,91,1,1,1,1
3294,91,1,1,1,1
3295,91,1,1,1,1
3296,91,1,1,1,1
3297,91,1,1,1,1
3298,91,1,1,1,1
3299,91,1,1,1,1
3300,70,1,1,1,1
3301,91,1,1,1,1
3302,91,1,1,1,1
3303,90,2,2,1,1
3304,90,3,3,1,1
3305,90,3,3,1,1
3306,70,1,1,1,1
3307,70,1,1,1,1
3308,90,1,1,1,1
3309,90,1,1,1,1
3310,90,1,1,1,1
3311,90,1,1,1,1
3312,90,1,1,1,1
3313,70,1,1,1,1
3314,70,1,1,1,1
3315,90,1,1,1,1
3316,90,2,2,1,1
3317,90,2,2,1,1
3318,90,1,1,1,1
3319,90,1,1,1,1
3320,90,1,1,1,1
3321,70,3,3,1,1
3322,70,3,3,1,1
3323,70,2,2,1,1
3324,70,1,1,1,1
3325,70,1,1,1,1
3326,90,1,1,1,1
3327,90,1,1,1,1
3328,90,1,1,1,1
3329,90,1,1,1,1
3330,70,1,1,1,1
3331,70,1,1,1,1
3332,70,1,1,1,1
3333,90,1,1,1,1
3334,90,1,1,1,1
3335,90,1,1,1,1
3336,90,1,1,1,1
3337,91,1,1,1,1
3338,91,1,1,1,1
3339,91,1,1,1,1
3340,91,1,1,1,1
3341,70,1,1,1,1
3342,70,1,1,1,1
3343,70,1,1,1,1
3344,37,1,1,1,1
3345,37,1,1,1,1
3346,37,1,1,1,1
3347,37,1,1,1,1
3348,90,3,3,1,1
3349,90,1,1,1,1
3350,90,1,1,1,1
3351,90,1,1,1,1
3352,90,2,2,1,1
3353,90,3,3,1,1
3354,91,1,1,1,1
3355,91,1,1,1,1
3356,91,1,1,1,1
3357,35,1,1,1,1
3358,35,1,1,1,1
3359,90,1,1,1,1
3360,90,1,1,1,1
3361,90,1,1,1,1
3362,37,1,1,1,1
3363,37,1,1,1,1
3364,37,1,1,1,1
3365,90,1,1,1,1
3366,90,1,1,1,1
3367,90,2,2,1,1
3368,35,1,1,1,1
3369,35,3,3,1,1
3370,90,1,1,1,1
3371,90,2,2,1,1
3372,90,1,1,1,1
3373,35,1,1,1,1
3374,35,1,1,1,1
3375,35,1,1,1,1
3376,35,1,1,1,1
3377,91,1,1,1,1
3378,91,1,1,1,1
3379,91,1,1,1,1
3380,91,1,1,1,1
3381,91,1,1,1,1
3382,91,1,1,1,1
3383,33,1,1,1,1
