variable_names,hhtotals,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hsize,hsize,hsize,hsize,hsize,hsize,hsize
variable_categories,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7
geo,,,,,,,,,,,,,,,,,,,,,,,,
61,4127.047144,249.6608766,0,0,0,0,0,219.090157,183.4243175,290.4218361,473.8461536,224.185277,412.7047144,713.3167904,132.4731182,468.7510337,759.1728698,2603.214353,1169.018784,231.5628262,44.81861152,78.43257016,0,0
62,4978.564798,86.18021622,0,72.92172141,225.3944116,0,112.6972058,0,0,0,590.0030187,152.4726902,696.0709771,1080.567326,556.8567817,556.8567817,848.5436674,2929.968757,1322.059073,488.3281262,238.208842,0,0,0
63,3783.636246,89.326994,142.4978238,0,112.7221591,95.70749357,185.0344876,142.4978238,161.6393225,29.77566467,338.1664773,350.9274764,393.4641402,344.5469768,336.0396441,376.4494747,684.8402873,2245.729676,1106.777949,0,431.1286198,0,0,0
64,1717.379227,226.2021233,0,0,0,59.29570221,0,63.68797645,140.5527756,0,90.04162188,35.1381939,129.57209,32.94205679,0,314.047608,625.8990789,688.9106785,986.0238148,0,42.44473375,0,0,0
65,1604.780041,77.33879715,58.00409786,98.28472138,0,0,0,70.89389739,0,0,119.2306456,0,170.7898437,96.67349644,99.89594632,27.39082399,786.277771,805.9561983,591.9855262,49.92649016,156.9118262,0,0,0
66,5100.77881,113.3506402,103.9047535,0,170.0259603,0,368.3895808,0,122.7965269,113.3506402,0,255.0389405,1105.168742,141.6883003,273.9307139,1605.800737,727.3332748,2973.548185,1624.014778,114.3672379,0,388.8486089,0,0
67,6633.220071,517.0009761,965.7188045,175.5852372,0,136.5662956,653.5672717,0,0,819.3977735,0,195.094708,312.1515328,0,1882.663932,0,975.4735399,3285.671509,2326.577189,711.5861084,309.3852645,0,0,0
68,1375.155154,169.6080117,111.4091842,43.23341475,29.9308256,0,0,0,0,18.29106009,63.18729848,121.386126,369.146849,98.10659501,139.6771861,138.0143625,73.16424035,655.2555541,414.3095656,85.21260569,185.1170399,35.26038856,0,0
69,2371.656539,40.72857992,131.5846428,46.9945153,150.382449,0,65.79232142,50.12748298,0,40.72857992,307.0308333,178.5791581,153.5154166,0,0,670.4550849,535.7374744,1269.17255,356.7720071,362.6207285,383.0912535,0,0,0
70,8462.617757,0,184.303835,199.6624879,0,936.8778279,445.4009346,0,675.7807283,0,383.9663229,522.1941992,598.9874637,1581.94125,598.9874637,1551.223945,783.2912987,4238.667677,3090.695181,338.5047103,176.6111532,0,0,618.1390362
71,4362.762308,96.33859986,0,123.8639141,55.05062849,103.2199284,0,89.4572713,316.5411138,0,110.101257,935.8606843,598.6755848,481.6929993,233.9651711,935.8606843,282.134471,2412.104161,1244.505915,587.294926,118.8573065,0,0,0
72,5504.765873,507.453367,0,739.1168606,772.2116455,717.0536708,0,0,0,330.9478481,0,430.2322025,628.8009113,341.979443,275.7898734,165.473924,595.7061265,2990.24319,1842.473077,392.6581967,279.3914092,0,0,0
73,5508.757893,359.0614064,377.9593752,160.6327345,0,0,0,0,0,0,699.2248441,377.9593752,623.6329691,718.1228129,330.7144533,207.8776564,1653.572266,3219.704246,1635.864096,109.8283316,543.3612193,0,0,0
